@RELATION degerlendirme
@ATTRIBUTE text  String
@ATTRIBUTE degerlendirme   {neg,pos,nm}
@Data
'en cok dikkat et nokta müşteri memnuniyet olan,müşteri ilişki gayet saygı eleman sahip,ürünleri piyasa aşağı yukarı aynı fiyat satan,ülkenin şua içinde bulundugu ekonomik durgun neden inan kampanya imza ata bir firma kendi 2 gun once acer 5520 notebook model 550 ytl ye sat inan gerceklestirerek bayram harçlık fiyat insan notebook sahip yap olumsuz eleştir nokta ol teknik servis işle ile de birkac şey söyle iste şimdi efendi malum elektronik malzeme kul yapı ol bozuk çık ya da çabuk bozul bu hem fikir lakin al ürün para ver al gazoz kapak değil,dolayısıyla bu durum kız sinirlen normaldir.başınıza teknik servis git gerek bir olay gelir al ürün aynen kutu poşet bant her bir zırva götür onlar da imkan var siz anı yardım ol yoksa diğer elektronik ürün sat mağaza pek de fark yok yine de bir şekil fark yarat çaba nerden mi bil bütün elektronik eşya ora al da onda ',pos
'içeri artık istek gir tekno market.bir diğer market (bkz: teknosa) ',nm
'değişik bir satış anlayış sahip firma kuzen al pc ile dışarı çık çıkış kapı bulun güven el fatura al mühür gibi bir şey vur üstün insan kendi suçlu gibi hisset la salak 2 metre geri kasa tıkır tıkır tikko para saymışımm daha ney onay vuruyon fatura sanki hırsız yap fatura incel bir de bu yap da güven eleman bayan fesupanallah. ',neg
'apple macbooklarda, ipod nano ve ipod touch hediye ver gibi çok taşakli kampanya sahip elektronik eşya mağaza ',pos
'antalya da aç yeni bir mağaza aç 14 ağustos 10:00 da ol rağmen şimdi kuyruk gel abileriz var saygı duy ',pos
'küçücükk bir uzak kumanda mini cooper a 75 tl fiyat biç firma daha makul bir fiyat koy la şu ',neg
'teknolojik ürün sat bir firma ',nm
'antalya özdilek park avm. de bulun mağaza ',nm
'yönet ve yönet ara yolbaşında hindi yiyecek mis diyalog yaşa yemyeşil teknoloji market ',nm
'nasıl bir firma anla değil an itibari sıfır diye alın bir araba mp3 kitin içinde porno film ve ibrahim tatlıses mp3 leri çık muhtemelen zaman biri taraf geri iade et bir ürün ol rağmen değer bimeks personel  la adam geri iade et de bir bak için bir şey falan yükle mi  diye düşün tenezzül et ürün direk yeni paketle tezgah koy ayrıca bu oku da  ufak at da kuş da ye  de bimeks personel merak et zaten yarın yaka ',neg
'kimi söv kimi ise memnun kal teknolojik ürün sat mağaza bir tane şube şube müşteri ol ilişki değişken ol gerek ',nm
'birileri taraf fatura bas piyasa sürül için maliye bakan kod alın bir firma bu neden kdvsi düş ',nm
'site şu ant mal ol firmadir. çok fazla yönlen var ',neg
'site şu ant da mal ol teknoloji alışveriş fiması. direkt login ekrani gel ',neg
'internet site alışveriş yap rezil mi rezil ol bir site mağaza bil ne nasıl ',neg
'manisa mağaza ana amına aç ol teknoloji firma (bkz: anasanın amı) ',neg
'35. mağaza gaziantep te aç firma ',nm
'internet satış mal al hata bulun rezalet firma 10 gün bekle para öde mal hala gönder yoz ve umursa maksimum seviye çık yakın batar böyle gider ',neg
'berbat bir internet site sahip ol teknoloji özür teknoloji firma çok büyük bir indir yap süreç kapı bile gir hata dükkan tasarım berbat ve dükkan da kullan ',neg
'şu sırala halka arz ol şirket web site her giriş 5 saniye halka arz reklam yap site gir vazgeçir üzere kapat tuş da koy illa reklam izle gibi bir zorla ol da ayrı bir durum ',neg
'7-8 nisan tarih ara talep topla şirket başarı bir halka arz ol muhtemel biz menkul değer incele halka arz et ',pos
'http://yatirimciklinigi.b...rzina-girilir-mi/10135232 ',nm
'halka arz talep patla ol ',pos
'bildik dolandır bir web site sahip kur nasıl mı http://www.bimeks.com.tr/...1&arama=samsung+i9100 bu alet kdv dahil türkiye fiyat 1700 tl i bu sözde kendi akıl san sakal sürü  kdv kadar indir  yap ve fiyat gene 1700tl! yani fiyat normal 1700 + kdv de yer hepsiburada öyle değil ',neg
'işte siz kuru bilgi Bimeks için türkiye nin ilk teknoloji market de 1990 yıl kurul temmuz 2011 itibari 30 il 50 mağaza var çalış sayı 550 ol bildir ayrıca AVM içinde kurula ilk teknoloji perakende unvan da var 1997 2007 yıl ara Türkiyede son 10 yıl en hızlı büyü bilidim şirket ilan et yeni bir conceptleri var Teknoport. Konseptin özel şu büyük metrekareye sahip kafe ve çocuk oyun alan da kendi bünye barın mağaza şu not da yazma geç teknoloji perakende sektör halka arz gerçekle ilk ve tek firma ',nm
'hepsiburada.com dan 211 tl ye al ve elim 10 gün de ol süre bir süreç geçen 2 tb usb 3.0 giriş seagate hdd yi dün mğazasında 285 tl ye sat gör yer aha burda: http://www.hepsiburada.co...225&productid=bd85430 ',neg
'izmir de ani telefon ihtiyaç belir falkenheim gönül bimeks e gir bir ant lg optimus black marka telefon göz iliş makina güzel görün işçi güzel ama ekran koca bir çizik var f : şu cihaz�ıbir test et mi s*: maalesef biz o ürün teşhir amaç koy ama test et imkan yok çünkü onlar sat f : ekran çizik makinayı mı sat android sürüm işlemci söyle bari s*: mavi ekran ... böyle de bir anı ol bu adam sat ürün ile ilgi bir bilgi ver aciz ama hasar kullan ayıp ürün sen ben sat kalk uzak durul gerek yer fiyat sor bile git deri ',neg
'(bkz: bimeks çalış müşteri taklidi ',nm
'yalan dolan kumpas ne ara mevcut internet site bak fiyat mağaza git sanki ilaç diye sat 1 tane kal yok mağaza ( başka şehir ) oda teşhir...oldu can sahte fiyat politika sonra söylen zaman çalış da çok bilmişçe muamele gör ney ora  mağaza özel  yaz amına koyim ben yönet mi la nerden bil  mağaza özel  kişi özel ne de bre angut ',neg
'http://www.youtube.com/watch?v=bOuH7Qu5WQo + ',nm
'forum bornova çalışananlarından çoğu kendi ürün özel ya da ödem seçenek tarz soru sor karşın  suçlu sen  tavır koy mağaza bir şey sor utan özür dile eleman mecbur soruyosun birşeyler, al cevap yüzey bilgi gel  amına koyim iş güç var biz  tavır sanki nükleer başlık sat dalyarak. bimeks merkez bina ya da herneysen, hacı sen bu laf bigün yetki bir çalış müşteri kılık gönder şu forum bornovaya. ürün alacakmışçasına heyecan tavır takın sor anla ne de iste burdan böyle yaz kolay çünkü de bil zira ',neg
'çalış çoğu surat ol gerçek var ',neg
'çağrı merkezi çalış ultra zeki izlenim ver firma kart bedel çek tam 2 iş günü sonra faturala hala kargo ver ol ve bu söyle bilgi iste siz söyle şey tekrar tekrar siz söyle dış bir bok yap firma pazar akşam sipariş ver cuma elim ol hiç üşen hazır sınav da bitiyo, açar valla dava ',neg
'çağrı merkezi görev sorun çözüm bul yerin dur aynı konu siz tekrarla tekrarla husus da son derece soyut ve site yazıla ancak uygula nokta ol küfür dağar geliştir ',neg
'diğer firma var mı bil ama bura özel göz çarp internet alışveriş bayağı indir yap abi ben anla o kadar yol katet mağaza git ürün siz 2x fiyat başka eleman internetten tek tıkla sipariş ver x fiyat al ayrıca internetten alın adam o kadar ev getir daha ucuz nasıl bir iş abi? tek tık neden bir indir var aga? ',pos
'pek uyanık teknoloji mağaza hp pavilion g6-1217st a1q21ea isim ürün fiyat 1904tl de 1546tl ye düşür göster gazete ilan şu ant ön dur ve ürün diğer satıcı fiyat ise şöyle http://www.hizlishop.com/...x?ref=akakce&v=1.35.5 - 1433tl http://www.webdenal.com/h...217st-a1q21ea_396743.html -1609tl http://www.buduro.com/sto...p;ref=akakce&v=1.55.2 - 1557tl çok zeki la aferin ',neg
'gayet güzel bir teknoloji mağaza bilgisayar bu al gayet hızlı ve kalite bazı yer stok ol ürün bu da var (bkz: diablo3) ',pos
'kendi al sıfır (0) ürün arıza çıkma rağmen ürün değiş için geri getir ben    biz yap bir şey yok bir servis götürü yap   de ben servis adres bile vere yüzsüz firma.hatta    ben su bura arıza ürün al mı   diye sor gayet rahat tavır   ee yani şans,kısmet ol böyle bazı bozuk çık siz denk gel   de firmadır.bir tek çıkar sırt vur ol kafa tak yeni al demediler.ama yüz ifade bu yansı ',neg
'internet site personel hata yanlış ürün fiyatla yap ve bir gece bin lira içeri gir tekno mağaza zincir la var ya nasıl kaçır 120 lira tıraş makinasını 18 tlye sat ah be ah be dün gece veri sipariş de yerin ulaştırcakmış firma ben biraz setap gibi gel sırf reklam ve dikkat çek için de bu da bir satış teknik netice işletmeciyiz bil ulan ',nm
'indir mindirim yap firma kdv kadar indir der fiyat üzeri kdv kadar ekle sonra o ekle düş ama tamam değil tabi işletme ders böyle müşteri kandır odak reklam yap olay bir ad var hatırla bile var özel mesaj ilet sevin ',neg
'kesin alışveriş yap gerek mağaza müşteri memnuniyet anlayış sıfır teknik donanım sıfır sorun çözüm odak değil daha sipariş al bu söyle bir de sipariş gel sonra ne ol kim bil bimeks ten alış ver yap ',neg
'kesin alışveriş yap gerek yer ürün de pahalı ayrıca git hemen ora ürün al bi gidi teknosaya vatan golda bakın kesin fark gör örneğin bir kulak al 120 tl ver git dnr da bak 115 tl. dnr de bakın ora bile pahalı bu vatan 105 lira i mesela ayrıca al ol ürün bozuk değiş çok ilginç değiş sanki dene al gibi davran geçen hafta da 40 lira bir ürün al akşam çalış bak çalış ney git bimekse değişim yap de donakal hemen art bimeks müşteri hizmet ara 20 dakika bekle art bir bayan çıktı site müşteri kural bak 7 gün içeri değişim yap yaz ama bu değiş de bayan ver cevap şu ol :  o kural sadece internetten alışveriş yap geçer ol bayi alışveriş geçer . nitekim o gün sınav var yoksa ben bu terbiye onlar yala önce hp ye yap gibi fakat 40 lira için sınav vazgeç de o al ürün hala oda dur bak bimeksten alışveriş yap gerek hatırla ben ',neg
'teknosa kadar ol da kendi çap satış yap çalış ',pos
'bu sene baş itibaren ne al milyon dönüş ol teknolojik market gangnam style oyna oyuncak kukla ayı kumanda araba vs kapı ön dolmuş durum bu görüntü mağaza kötü göster gezin de ol rahat ver ',neg
'müşteri hizmet 10 üzeri 1, satış yapı ürün sağlam * 10 üzeri 1, satış sonra müşteri pişman et 10 üzeri 10, diğer bilumum benzer mağaza ara karşılaş sonra al not 10 üzeri gene 1 ol mağaza sayın müşteri hizmet müşteri gerçek hizmet ver mu şüphe müşteri hizmet çatı altın çay kahve iç kadın günü düzenle ol zira at hiçbir maile şikayet öneri talebe teşekkür cevap ver illa ara saydır kendi bir mp3 player al bozuk çıktı paket fatura da çık iade form doldur gönder ara fatura yok de fatura gönder de gönder mi hem arıza ürün gönder hem fatura gönder de bir kağıt fatura numara söyle yaz değişim yapı de gönder ne bilgi var ne ara ne de ara cevap vere şimdi anlat olay seri bir şekil ak san her olay ara en az iki gün fark var ve onlar ilet fırtına var ve tabiki tek taraf karşı bir şey yok o fırtına ben tek baş oluş la ol ben şimdi sor sayın bimeks zımbırtı ben bir daha sen yakın geçer mi geç ol da geçir mi ayrıca şu sayfa oku çok kişi var ya la ben gibi müşteri kayıp devam bimeks. he ayrıca popuşunu kaldır da git mağaza al diye akıl geçir beyin kıvrım kocaeli izmitte bimeks mi var la git bak bakkal gibi bir yer içinde de hiçbir şey yok insan utan la bimeks diye onu açma adam da sor mp3 player sadece bu mı var diye adam bak cevap bile ver anlam ver bir yüz şekli yap ya da asıl cevap oy madem çalış iste sev çalış amk böyle davran hak yokki ben küfür mü et ne de ya da evet bırak hepsi boşverin bu ben hata siz ancak bu yakış düşün ',neg
'şu an istanbul il sınır içinde en kazık elektronik eşya sat mağaza koç topluluk bit tükünmek bil aç göz örnek ',neg
'bim in teknomarket versiyon ',nm
'ürün al pişman ol mümkün değil ',neg
'an itibari 2122 tl ye iphone 4s sat çalış teknoloji market 5 bile 1899 tl oğul delirdinizmi? ',neg
'teknolojik ürün sat mağaza içeri en ucuz en hesap şahsen teknosada 500 tl ol monitör burdadan 290 tl ye al vardır.aynı zaman şu an teknosa da 1400, vatan computerde 1300 ol sony xperia s telefon bu bimekste 1100 tl. ',pos
'dünya en tırt mağaza hindistan da kat buna düşün servis ürün gönder kalk eğer bir köşe not alın onu da sandık filan koyun torun al gider ürün bir kulak bile 1 ay süre çek eleman şirin baabında 23 iş günü eh de apayrı haftasonları dahil değil sanki o gün zaman dur ilk bir ay ora al bir ürün bak sonra kendi servis ver lazım keşke ora değil kendi servis bırak daha hızlı sonuç al kulak garanti bırakıcaktım ben ona ben bak o garanti belge numara ara ora yardım ol siz peki bimeks ne işe yar ben ilk bir aylık cihaz al garanti tamam ben bir aylık değil daha ürün hani adam sor söyle bile ilk bir ay fasıl ulan kol saat sat zenci bile ürün sahip çık düşün kulak genel kullan hata çık kablo çekil için büyük ihtimal sorun siz kaynaklan cızırtı var ise -yoo hoparlör patla ben al dinle iste bilinç yap zaten dinle gerek yok patla yap ama cızırtı kablo çekil la mal ben sen de ki bilinç ol bir olay kulak ses açın patla halen ne kablo çekil bahset bir aya ulaş ben siz he kim öl kim kala la ben bir ay sonra unut kulak ver kontür dolandır zannet kulak gelir editlerim son durum da bildir artık bura kullan hata de mi acaba teknik servis kablo çeker sündür sonra sen yap derle bekle ',neg
'hisse senet yüksel geçmiş ',pos
'çalış patlak ürün para iade et çek vere firma bir daha ne zaman teknoloji ihtiyaç ol artık ha bu ara çeki de mesaj gönder , yanlış sil falan git para çalış iade al efe de patlak çıkın böyle davran işte şahıs ad alışveriş kes müşteri öp üzeri konumlan teknoloji mağaza zincir ',neg
'hediye çek mesaj ol gönder silme durum sistem yad müşteri hizmet tekrar edin ürün ilk bir ay değil 2 yıl garanti ol sadece ilk bir ay servis gönder ürün satı al sonra bir ay sonra servis kendi gönder gerek ancak garanti 2 yıl devam et bazı ürün diğer tüm teknoloji market daha uygun bazı ürün ise daha uygun ol ürün al aynı gün yad ilk bir kaç gün bozuk ol tespit et değiş ancak siz ürün al 20 gün sonra bozul direk değiş servis gönder (nerden bil adam 15-20 gün sen boz boz firma veri satış sonra hizmet keyif keder değil kanun çerçeve belirle firma ha siz artis gibi git ürün masa at bu bozul değiş der adam bok yerin koy tabi gönder tüket mahkeme vs uğraş öyle değiş ürün ora ayrı ',pos
'san bimeks in başlattğı bir kampanya var eski bilgisayar al üstün para ver yeni al internette araştır ama bul eğer öyle bir kampanya veya bir mağaza böyle bir şey yap yazar arkadaş mesaj kutu yeşillen rica et ',pos
'müşteri bu kadar enayi yerin koy bu kadar dolandır bir firma daha yok san etraf kim var kutu sıfır ol al ürün hep kullan teşhir et vur çizik ezik çıktı daha yan aç ürün çizik içinde ol göster bile  efendi ambalaj aç ürün geri al ama iste servis gönder  gibi abuk subuk bahane sığın  paket ambalaj  de ürün de içinde mağaza görev fotoğraf falan ol akıl telefon güya ambalaj ürün bir daha yarı fiyat ver tek kuruş kap bu bakkal zihniyet ',neg
'dünya en bok internet site sahip teknoloji market ulan iki saat telefon yorum vs bak çalış ha baba bekle ki sayfa aç da falan da filan da ulan sen daha kendi teknoloji kullan ki bi de ben ürün sat tırrık. ',neg
'elektro world ü satı al ve dolayı ürün kısa bir süre için %33 indir uygula ayrıca tablet bilgisayar ile ilgi konuş  tablet napsın gariban o kadar güç üret işte  diye tatlı espri yap eleman sahip ',pos
'basın darty i satı al dair haber dolaş bura bahset darty, avrupanın 3. büyük perakende elektronik dev ben kal ki öyle darty zarar et türkiye pazar çık için tıpkı ispanya da ol gibi mağaza başka bir elektronik firma sat ',nm
'Orda burda türkiye nin ilk bilgisayar mağaza aç söyle böbürlen dur kur ilk ol ama boynuz kulak geçer hesap rakip sen fersah fersah geri bırak ',neg
'sapıt http://www.bimeks.com.tr/...xa10-59-397887-touch.aspx bu link bir arkadaş  sen anla  rica üzeri lenovo netbook u incele için sayfa gir aşağı ürün öneri hp nin yaklaşık 1000 lira ol netbookunu 529,82 tl şekli gör de arkadaş  o zaman 10 lira fazla ver hp al daha mantık  de ancak hp yi incel gir fiyat 1152 tl ol hayır açık biz mi ne yap çalış malum ülke yönet bile halka sıvazla vurgun yap ',neg
'kesin internetten bidaha ürün al firma ben kafa ede ki bu web site bi tablet al allah razı ol 2 gün içinde elim ulaş bent vay be adam iş yap diye düşündüm(kafama ede tablet paket bi aç alet bi garip duruyo bi bak üstün ol gerek jelatin yok parmak iz dolu üst yani teşhir ürün veya iade ürün tablet bi aç tablet formatlanmış yani ben al firma tablet formatlandığında üzeri gel bazı programla sil bundada aynı durum var yani kesin emin ol teşhir veya iade ol yoksa sıfır tablet neden formatlansın. yine iyi niyet belki de birisi al beğen iade et cihaz kullan başla bi bak bir kaç dakka içinde cihaz don tepki ver bent iğne resetledim aynı olay 10 dakika içim 5 sefer daha tekrarla ara müşteri hizmet bı tablet hem sıfır değil hem don ayıp ürün de ben gel bu ürün sıfır gözük diyo sanki bem sıfır ol için al kullan iste teşhir ürün diye kocaman yaz web site ürün yan ney ben siz form yolla onu doldur kargo biz teknik servis yollacaksınız kontrol art değişim talep cevap ver de bütün itiraz rağmen mecbur gönder bu ara özel sor kaç gün bit bu incel tablrt el uşaştıktan sonra iş yoğun göre 2 iş günü de bende bari iyi kosa sür diye sevin ney ara 2 gün geç ben mail at bu durum ne diye 2 gün sonra mail at tenezzül et gel cevap ürün el ulaş gönderi kod gönderi diye şok ol tabi hemen müşteri hizmet ara 30 dakika bekle sonra biri ulaş durum anlat sistem bak el dün ulaş sıra alın de bende eğer el neden böyle bir mail attıklatını sor karışık ol de sanki biz bil uğraş için kopya yapış cevap at ney yinr sor ne zaman bit incel diye gel cevap aynen şu belirli bir süre yok en kısa zaman incele ney ara 1 hafta geç yani dün ara hala ses sede yok tablet ney biri çıktı ben tablet gönder 10 gün ol hala dönüş yap ben de bak sistem evet beyefendi bi geçikme yaşa hemen durum yetki birim bildir gün içinde siz dönüş yap de dün bit bügün 3 ol saat hala ara sor yok kardeş bu kadar zor bişeymi bi tablet aç bak 5 dakika bent 5 sefer don o süre içinde ben değiştireceklerinide san bu git ama bak pazartesi yine arıcam ama bir sonuç al yine san göz sev vatan bilgisayar mause al kullan 3. gün içinde arazalandı git mağzadan adam itiraz bile et iade al çek ver ürün al çalış rağmen bimeks ise sıfor diye kullan ürün sat yet 10 dakika kullan bozuk tablet için 10 gün beyefindilerin kontrol edip onay ver bekle şu ürün sasağlim kurtar bidahada uğra yakın lanet ol ',neg
'Internet ten alışveriş site amcık gibi ol kur ürün saat okur seç kredi kart bilgi her bi şey özen gir son onay sayfa  pardooon o ürün yok sipariş onayla  yazar bilgisayar duvar çarp iste la öküz hem stok var görün hem son sayfa yok ne de ilk kez bir deney demişkim son kez ol sakın siz dene insan aptal yerin koy resmen ',neg
'electro worldu satı al %33 indir yap işe yaradımı? kısmen ',pos
'teşhir ürün bilgisayar sıfır bilgisayar 100 tl daha ucuz sat ticaret deha şirket ',pos
'teknoloji özür pahalı market ',neg
'ben o al cihaz beğen diye firma karala müşteri değil çok fazla konuş bu dandik firma kimse göz büyü taraftar da değil siz şu söyle futbol takım ol 4. lig oyna çalış 1 milyar prim kuru para ver onu bu satı al diye övün yok mu bir de adam kahret siz siz ol hiç bir şey al al da kal aldır zaten 1 aylık garanti ver onun harici bir problem ol direkt bimeksle değil üret firma muhattapsınız. umar daha fazla büyü sat ',neg
'Murat-Vedat akgiray kardeş sahip ol teknoloji market iyi hoş ama yine de uzak durul ',nm
'patron eğitim gir aynen şu konuş yap   sorun müşteri ol mağaza çok kalıp olay çıkarma eğilim bulun kol tut gibi dışarı at ben arka iste yer git şikayet et hehehe. ',nm
'uzak durul gerek firma ',neg
'fiyat politika ol teknosayı takip ede teknosada ne var aynı sadece 5-10 lira aşşağı sat teknoloji market ',nm
'Darty i satı al elecro world ü satı al sıç elektro market için rezil firma acayip pahalı ',neg
'510 lira amd fx-8350 işlemci 646.75 tl ye sat inan ucuz mantık ve zeki insan alışveriş yap firma ',neg
'Sapphire r9 270x ekran kart piyasa değer 150 lira üstün sat firma aynı zaman ',neg
'müşteri bozuk ürün sat değişim için müşteri tam dört gün yok yer bekle firma ',neg
'uzak durul bir yer adam ver sipariş fark bir sipariş getir asıl ürün ne zaman gelecek de biz herhangi bir dönüş bile yap para rezil ol uzak duru ',neg
'satış sonra hizmet anlayış sıfır ol firma alan kadar kral süper sonra biz ilgilen de sıyır ',neg
'kıbrısa şube açacak firma ',nm
'büyük yeni büyük anlaşma yap haber ile şişir müşteri 24 ay taksit yap diye bangır bangır bağrınıp iş asıl sor  kredi kart çek siz banka böl  cevap al firma şaka mı la banka ara ol sonra her yer her satı al böl zaten ',neg
'koskoca ankara kızılayda bir mağaza ol bu bilgisayar al gün itibaren ciro düş düş amin ',neg
'playstation 4 leri ucuz sat firma diğer sat şey pek umur değil zaten ucuz da sat ',nm
'üye al tc no iste site ver mi bile bi yardım edin . ',nm
'kusur bak ama en gerek teknoloji firma birisi tek dükkan mal sat gün bil bugün epey büyü çok sayı mağaza açma rağmen zihniyet ol çok da ileri git söyle avmlerde aç mağaza git de gir gel çünkü doğru dürüst indir kampanya yap ora al bir ürün başka yer veya internette araştır ara epey fiyat fark çık bimeks aleyh hedef kitle herhalde bilinç avm müşteri ol diye düşün bu tencere sadece onlar dön ilginç doğru ben sanki ortak düşünce yakın bir gelecek mağaza daha büyük bir şirket veya yabancı sat milyon dolar al tatil çık gibi gel ',neg
'son zaman yayın iğrenç reklam sonra bir daha tercih et karar al mağaza ne kadar seviye arkadaş ',neg
'teknoloji mağaza bim ayar ol pazar dükkan ',neg
'ara hiçbir şey bul dağınık raf ve genellikle hasar ürün sahip teknoloji mağaza görev de ilgi ve bilgi ',neg
'kesin alışveriş yap gerek firma el ol ürün sat ücret iadesinide 1 ay yap firma Facebook da böyle bir sayfa bile aç https://www.facebook.com/BimekssMagdurlari ',neg
'gerzek bir ortadoğu ülke yaşa için yap pek sırıt ülke bütün mağaza öyle şahsen kendi teknosayla bi mağduriyet yaşa mediamarkt ile sorun yaşa çok samimi bi arkadaş var vatan ın yap orta kapı  bat biz hadi eyvallah  yaz kaç internet site bile var şimdi de sözlük bir arkadaş da bimeks ile bi mağduriyet yaşa mesela kargo şirket desen ptt yi kenar ayır sonra hepsi berbat he ptt yi de iyi diye ayır onlar apayrı şeref diye ayır ne biçim bi ülke bura nere tut dök ney efkar gece gece ',neg
'türk firma de destek ol koru de el yüz bulaş bidakka hizmet fazla ver rezil ol bu ol gerek kaçın ',neg
'bugün internet site bidakka sistem ile sözlük yorum oku alış ver yap firma yorum oku anla ki o ürün unut iyi şua unut ve bekle bırak sağ ol bimeks. ',neg
'az sonra usb bellek al teknoloji mağaza ',nm
'geçen mali at bay bi giy sonra fatura bilgi iste incel yap için mail ata firma he bidaha alışveriş yap mı töbe. ',neg
'ürün çeşit sürekli az ol algıladığim teknoloji magazası. ',neg
'al telefon 3 gün içeri iade edip para da yaklaşık bir hafta geri al asıl telefon el pazartesi ulaş için tam 4 gün de kargo para kadar iade et yalnız ürün iade için çok ilginç bir yöntem uygula herhangi bir form doldur çağrı merkezi ile iş hallet nolur nolmaz diye çağrı merkezi konuş tarih ve saat kaydet hafta içinde de 3 kez ara dün en son yarın iade et de bu sabah bak gece 00:16 da para iade et ve ilginçki öde kargo hizmet de buna dahil memnun kal de ama bir daha alışveriş yap mı meçhul ',nm
'ben telefon üzeri oyala ürün arkadaş sat firma koca koca adam yakış mu bu siz ',neg
'rezalet bir yönetim sistem beraber rezalet bir işle getir sen ki 2 tane dev avrupa elektronik zincir * * bünye kat ama hala dayı enişte onun bu yan çalış bakkal zihniyet umar ki daha fazla ilerle ',neg
'pazar günü internet site sipariş et ürün hala gönder ol firma müşteri hizmet hala faturala aşama de üç gün geç ne zaman gönder amk... ',neg
'dolandır herkes  bimer.gov.tr  adres sıkıntı belir onlar 1 hafta içeri yap gerek siz söyle 22 haziran da yap alışveriş 3. taksidi yaklaş hala ürün yolla bir bimeks var ön tek ben ol zannet şikayetvar site bakın gör tablo inan 1000lerce kişi kandır acaba fetö örgüt ait ol ol akıl soru işaret bırak kesin ne elde ne interneten satı alım yap san ol ürün sat alın para faiz işle sonra geri iade et bu geçen bat ve kayyum ata gold, hizli al sanal pazar satı al işte tarih ispat http://galeri.uludagsozluk.com/r/1145512/+ ',neg
'çok rezil bir internet mağaza var kusur kusur ürün ucuz sıfır gibi sat gibime gel mesela şöyle elektronik bir ürün var bu ürün normal 200 tl ucuz hemen bak ne ayak diye ürün sıfır görün ayrıca bir seçenek ol outlet versiyon var ürün bulun mağaza bak sadece aydın 1 adet kusur teşhir ürün bulun yaz ne ayak napıyorsunuz siz kimi kandır bu ne rezil bir internet site al aldır ço mide bulan internet mağaza böyle ufak sinsi gözük oyun böyle ucuz insan kandır tek kelime iğrenç sanki bin yıl önce yaşa salak mı var siz karşı sadece o ürün de değil bir sürü ürün bak hepsi aynı taktik yap ürün normal ucuz sıfır gibi outleti de var de hatta outlet versiyon orijinallerinden 40-50 tl daha fazla absürt bak ben electroworld ü sev 2 laptop al bimeks ol sonra da fakat internet sayfa böyle kepaze bekle ',neg
'yakın kapa düşün şirket bir çok mağaza ürün boşal dolar yüz zam gel satış yok 5 çalış konuş hepsi endişe ',neg
'kapa birçok mağaza sonra iflas yol gibi gel ',neg
'ürün çeşit az ',neg
'bugün git carrefour nilüfer mağaza ürün git azal ve standlarının boşal kapa mı diye merak et elektronik mağaza zincir ',neg
'teknosa ve bimekse rakip fiyat ucuz ol iddia ede firma ',neg
'websitesini yap mediamarkt ın site epey özen konsept aynı renk ve görsel değiş uygula bugün farkettim, almanya daki slogan da türkçeleştirip kullan ',neg
'bakırköy capacity mağaza 6 aralık sabah 7 de aç bazı sınır sayı mamüllerin fiyat datron laptop 599 ytl sony psp 299 ytl minton dijital fotoğraf makine 49 ytl sony ericsson ki 99 ytl ',nm
'http://www.electroworld.com.tr/ ',nm
'kral bi izdiham ziyade aşırı talep medeni karşıla teknomarket.insanlar yağmur helak ol yalnızca,allahın takdir ',neg
'mediamarkt inkine benzer bir izdiham yarat için istanbul un tüm pano çak reklam koy şirket 10 aralik 2007 pazartesi günü mağaza aşağı dört ürün biri bedava dağıt bir de anket yap hangi bedava dağıt diye sonuçla şöyle - playstation 3 : (33 %) -22  samsung : (12 %) - hp notebook : (48 %) - toplu mouse : (6 %) san ki bu anket sonuç dikkat al bedava hp notebook dağıt ol ama işte maksat izdiham ol da haber ol bi kere de orijinal bi fikir çık birileri yahu ',neg
'yeni mağaza 13 aralık ankara antares avm de açacak ol ingiliz mağaza zincir ',nm
'site ürün ve fiyat ne hikmet belir firma ',neg
'deli mi çok ödiyim şekli yarat öte türkçe katil bir solagana sahip firma ',neg
'web sayfa da mecut ol bası ilan için hazırla reklam el sony ericsson m600 ü sanki o izdiham zafer ulaş bu yol kaç kişi ön geç için gerek sözel gerek fizik kuvvet kullan rakip bir bir alt et ve son  rööaaah, yessss işte buuu! zafer ben söz hep ben ulan bu makina!! koçu böyle al telefon işte  tat poz vere kırmızı gömlek bir arkadaş kullan şirket alt alt provokasyon ver bu çok revaç ol  elektronik indir çılgın  kampanya çok daha fark ve çok daha güzel kampanya neden yapı soru hatırla ayrıca ',neg
'ucuz mucuz değil yalnız bazı rakip kıyasla biraz daha ucuz elektronik vitrin içinde sat yer ne kadar ucuz ol o kadar ucuz en fazla ',neg
'esas holding/odesa ve dixons ortak işle elektronik market ',nm
'bugün teknosadan yazı al üzere git antares avmde tesadüfen gör gir teknosada 129 ytl ol hp f4180i 79 ytl ye gör hemen kap mağaza kendi bu kadar indir ol rağmen pek reklam da yap izdiham yol aç ',pos
' teknoloji market gez puan vere  tema gezi için bugün capacity şube uğra teknomarket. uğra kal bi tane de asus dvd yazı al çık yer ayrıca demo ürün darty dek gibi tamamen açık değil ama her şey biraz açık ve kullan hazır misal pes 2008 li ps3, nokia n seri falan biraz metro grossmarket havas da var mağaza orta yer plazma televizyon koli falan gör söz öz darty ile birlikte teknosa yerin direk git gerek bir mağaza bura da ',pos
'yarın bir şube astoria avm de aç market ',nm
