@RELATION konu
@ATTRIBUTE text  String
@ATTRIBUTE konu   {fiyat,kargo,urun,ssh,personel,magaza,reklam,websitesi,yok}
@Data
'hemen her urunu deneme yamulma ile tadabilme konsepti ile acilmis, ancak sanirim personel yetistirememis olacak ki, iki haftada bu huyundan vazgecmis dukkanlar zinciri. misal mikrodalga firin almak icin elimde dokuz adet dondurulmus tavukla gittim, hangisi ne kadar hizli cozuyor, ne kadar cozuyor diye.. tezgahtar hic olumlu yaklasmadi. (saka lan, uc tavukla gittim hepi-topu) etiketleri goz yamulmasina neden olmasi nedeniyle yaniltici olabiliyor. etikette 189 ytl yazan urun kapida 206 ytl oluyor. konusu gecen 189 ytl nakit, ya da taksitsiz fiyatı oluyormus. bir de, tum dijital makinalar calisiyor konumdayken niye dslr makinalar calismiyor? dslr reyonunda bazi makinalarin lenslerinde alarm varken (misal canon ef-s 18-55) bazilarinda (misal canon 17-85 is) yok. kim ne yapsin kit lensi? simdilik ankara antares avm de kesfedilmemis, ozellikle sabahlari saatler harcanabilir bir cesitlilige sahip, yeni mekan. narin tezgahtar bayanlar size yardim edemez, 15,5 kg lik firini kucaginizda tasirsiniz kasaya ve sonsuza kadar.',fiyat
' deli miyim, cok odedeyim!  slogani ile beni benden almis firmadir. bu yamukluk anlatim bozuklugundan mi kaynaklaniyor, yoksa cidden deli olmayan insanlarin cok odemeyi tercih ettiklerini mi anlatmaya calismislar, anlamadim.',reklam
'kampanyalarını sıkı bir şekilde takip ettiğim ve çok şey satın aldığım, özellikle harici hard disklerde yaptığı kampanyalarla beni benden alan elektronik mağazalar zinciri.',fiyat
'mediamarkt tan 350ytl ye üç taksitle aldığım  nüvi 310 u 829ytl peşin fiyatla satışta görüp şok olduğum yer. edit: ben kampanyaya denk gelmişim. bugün baktım artık mediamarkt ta da 800 kağıda satılmaktaymış..',fiyat
'kampanyalı ürünlerini takip etmeniz halinde, her ay güzel bir ürünü çok ucuza alabileceğiniz mağaza.',fiyat
'yakın bir tarihte istanbul kartal da bir şubesi açılacak teknodükkan. edit: yakın tarihe dikiz, 19 mart.',magaza
'bakırköy capacity içerisindeki mağazası, büyüklüğü ve ürün çeşitliliği açısından son derece yeterli olmakla beraber içerideki gerek güvenlik gerekse her standın başında ki ürünlerden sorumlu kişilerin varlığı ilk başlarda insana bir güven duygusu aşılasa da, ürünlerin standlarında görevli personelin neredeyse tamamı sorumlu oldukları ürün hakkında bilgi sahibi değildirler. tecrubeyle sabittir ki bir görevliye sorumlusu olduğu ürün hakkında bir soru yönelttiğinizde paniklediğini ne diyeceğini şaşırdığını görmek hiç de zor değildir. ve ürünler hakkında personele eğitim amaçlı bilgi vermek, olası sorulara karşı personeli hazırlamak da hiç zor değildir. birkaç seminerde veya eğitim toplantısında giderilebilecek bir durumdur aslında. durum böyle olunca görevliler bilgi sahibi olmadan fikir sahibi olunca sizi yanlış yönlendirmeleri olasıdır veya şuradaki arkadaş size yardımcı olacaktır şeklinde sizi başka bir görevliye paslayıp siz o görevliyi ararken kendisinin -nasıl becerdiğini anlamadığım bir hızla- ortalıktan kaybolmasını izleyiverirsiniz. yine de elektronik ürünler için hiç değilse görülmeye değer bir mağazadır veya zincirin bir halkasıdır.',ssh
'bir sey satin almak icin girmedigim dukkan zinciri. zira bir sey satin almak istesem elemanlarinin ilgisizliginden sinirlerim tepeme cikiyor. evimin dibinde olmasina ragmen bugune kadar 1-2 kere alisveris yaptim sadece. onlar da ufak tefek seyler. en son muzik sistemi alirken 45 dakikada 1 kisi yanima gelmeyince topuklayip 10 ytl fazla vermeme ragmen adam gibi hizmet veren bir yerden aldim. en azindan psikolojim saglam. bu arada bunca ilgisizlige ragmen sattiklari fotokopileri kimin tr ye getirdigini bir bilseler cok eglenecegim ya neyse.',ssh
'19 mart 2009 perşembe günü 06:00 sularında kartal da açılacak olan şubesinin önündeki kuyruk 18 mart 2009 çarşamba günü 21:00 gibi başlamıştır. kötü hava şartları insanları yıldırmamıştır. (bkz: nerede beleş oraya yerleş)',magaza
'oldukca guclu bir lansman kampanyasina baslayan elektronik hipermarketi.',fiyat
'ilk açıldığında astoria şubesine gitmiştim. boş cd, kağıt gibi sarf malzemeleri alacaktım ama beni her zaman çeken büyük elektronik ürün mağazası olmasına kanıp bir çift bose bilgisayar hoparlörü de alıp çıkmıştım. geçen gün televizyonda yeni reklamlarını gördüm ve çok hoşuma gitti maskotları. o kadar beğendim ki yeni bir televizyon bakmak için ilk durağım orası oldu. içeri girdiğim andan itibaren hayal kırıklığına uğradım. 20 dakika televizyonların orada bakındım inceledim ama kimse bana yardımcı olmadı. 6-7 satış elemanı sanki ben orada değilmişim gibi muhabbet ediyorlar, verecekleri çay molasını konuşuyorlar ve müşterileri eleştiriyorlardı. daha fazla vakit kaybetmenin anlamı olmadığını düşünüp çıktım. ertesi gün akmerkeze gittim, 15 dakika içinde nakit olarak 46inç led tv aldım. yani söylemek istediğim şudur ki, ne kadar iyi reklam olursa olsun, büyük yatırımlar yapılsın, gelen müşteriyi memnun etmedikten sonra hiç birinin önemi yok. bir daha önünden bile geçmem. zaten sanırım amaçları bazı ürünleri üç-beş kuruş ucuza satıp oradan para kazanmak.',ssh
'musteri hizmetlerinde oldukca bilgili ve tecrubeli elemanlar calismaktadir. sorularima mantikli cevaplar verebilmis ve beni dogru bir sekilde yonlendirerek kalbimi kazanmis firmadir.',ssh
'ankara antares avm icin konusuyorum giristeki o alarm seslerini azaltmalari sahane oldu cunku beni delirtiyorlardi. ilk baslarda yaptiklari cikis icin girisi kullanmayin taktigini uygulamiyorlar artik. musterinin rahatsizliklarini gozlemlediklerine inaniyorum. genel olarak siz istemediginiz surece yaniniza personel gelmedigi dogrudur. bu media markt icin de gecerli. teknosanın yapiskan personelinden sonra bence cok iyi geliyor. zaten az ama genel olarak bilgili personeli mevcut. lcd tv ler konusunda bilgi almak icin dolanirken magazanin kapanmasina 20 dakika olmasina ragmen alici olmadigimi sadece bilgi topladigimi belirttigim halde bir personel magaza kapanana kadar benimle cok ilgilendi. kendisi lcd tv ler ile ilgili asil olayin panel degil yazilim oldugunu soyledi. sanirim burada yazilim-islemci kavramlari konusunda karisiklik vardi. ama yine de cok aydinlatici oldu. eleman gercekten iyi niyetli ve faydali olmaya calisiyordu. iste  su fiyata sunu alirsaniz onun su markadaki dengi su   ama iste turkiyede yayinlar boyle-dunyada bile su kalitede   tv yi tv yapan aramaniz gereken su ozellikler   beraber herseyi karsilastiralim   elektronik kalitesi sudur  v.b. yuzde 30 daha ucuz bir lcd nin bir led tv ye gore hareketli goruntulerde nasil daha basarili oldugunu gosterdi(analog-digital uydu yayinlari). burada reklamini yapmak istemedigim o lcd tv markasiyla ilgili benzer bir durumu media marktta da yasadim. (bu arada 50.000 kontrast uzerinde, panelden ziyade tv goruntu isleme ozelliklerine, akiciliga bakiniz) siz bilgi istediginizde bilgisayar-ses-lcd tv alanlarinda electro world en azindan ankara icin iyi bir personel ekibine sahip. sordugum tuzak sorularin cogunda cok fazla dusmediler. haftalik kampanyalarini takip ederseniz guzel urunler mutlaka yakalarsiniz. tasinabilir hdd ler icin (seagate-maxtor-western digital) daha iyi fiyat veren ne sanal ne de gercek bir magaza gormedim. (bkz: en düşük fiyat garantisi)',fiyat
'yarın istanbul ve ankarada aynı anda açılacak iki mağazası olan elektronik marketler zinciri. sabah 6:00 da açılacak olup  görülmemiş açılış görülmemiş fiyatlar  diye reklamları radyoda ve billboardlarda yerini almıştır. ne kadar izdiham olur bilinmez ama doğru düzgün ürünlerde indirim olması temennimizdir.',fiyat
'mavi yaratık maskotlu reklamlarıyla sempati uyandıran ve ilgi çekici olmayı başaran elektronik mağazalar zinciri.',reklam
'1 tb seagate harddiski 165 liraya satan mekan. iyi gibi sanki.',fiyat
'bursa korupark taki mağazalarında pc monitorleri reyonunda neredeyse iki ay aralıksız ice age 3 ün internette dolanan r5 sürümünü müsterilerine seyrettirdiler. hayır oğlumla gittiğimizde monitöre kilitlenip başka reyon gezdirmemesi dışında benim için bir problem yok ama korsan kopya olduğunu biliyoruz, ayrıca ice age 3 ün blue ray/hd versiyonu falan da düştü net e haberleri olsun. download etsinler onu oynatsınlar artık. monitörlerin daha bi albenisi olur böylece..',ssh
'müşteri hizmetlerinin hiç bir işe yaramadığı market. telefonlarına ulaşamazsınız. ne sorununuz varsa gidip mağazada çözersiniz.(???)satış sonrası yaşattıkları neredeyse kalp krizi geçirmeme yol açaçak,bir daha kablo dahi satın almayacağım yer.',ssh
'açılış dışında bir numarası olmayan mağazalar zincirinde bir numaralı firmadır. önce bir heves piyasa fiyatlarının altında bulunan ürünlerden oluşan bir insert hazılayıp dağıtırlar, milleti kuyruğa sokarlar sonra açarlar mağazalarını ondan sonra binlerce metre karelik mağazalarında, raflarındaki piyasadaki bütün mağazalarda hemen hemen aynı fiyatı olan ürünleriyle onlarca personel ile müşteri bekleyip dururlar.',fiyat
'birkaç üründeki göz boyayıcı indirimini, diğer ürünlerine yaptığı zamla telafi etmeye çalışan elektronik mağazası.',fiyat
'kampanyadaki laptopları alanlara yanında norton 360 ı almanın zorunlu olduğu konusunda ısrarcı olmuşlardır ankara mağazasının açılışında ama yer mi anadolu çocuğu, bıraktık kuytuda bi yere tabi, bi de kasiyer kızı kafalayınca ooh mis..',magaza
'ankarada en son açılan mağazası için dağıttığı insertlerin bir sayfasında üzerindeki çizili rakam 2300 civarı olan, satış fiyatı 1300 civarı olan ürünü akakçe de aratınca 1440 fiyatından başladığı görülen mağaza. ben de açacağım artibir ticaret diye, koyacağım n97 resmini yazacağım üzeri çizili 6500, yazacağım altına kocaman kocaman 3000, stok:10 adet yazdımmıydı atlayacak sazan bulunur elbet.',fiyat
'gene olarak ürün yelpazesini düşük kaliteli, kaliteli cihazlara nispeten uygun fiyatlı görünen ürünler oluşturur.. müşteri hizmetleri berbattır.. aldığınız bir ürünü değiştirmek veya iade etmek deveye hendek atlatmakla at başı giden zorluktadır..',fiyat
'bu firmanın fiyatları süper, müşterisi ile ilişkisi kötü ve yetersizdir. pazarlama iletişimleri ve internet siteleri ise tek kelimeyle berbattır. böylesine büyük bir rekabetin yaşandığı ve pazardaki bütün firmaların  en iyi fiyat garantisi  verdiği bir sektörde sadece  uygun  fiyatlar ile varolabilmeleri güçtür ne yazık ki. ayrıca mağaza içindeki kampanya afişleri genelde yanıltıcı bilgi verir. misal; kocaman puntolarla  büyük fırsat! sadece 20tl  yazan bir slogan mikroskobik puntolarla  dan başlayan fiyatlarla  diye devam eder. bu tip yanıltıcı ve müşteriyi kandırmaya yönelik hamleler de eksi puandır bu firma için...',fiyat
'teknoloji mağazası, elektronik dünyası falan olma iddaalarını anlamaya çalışıyorum ama internet sitelerini en son kasım ayında güncellemeleri, güncel fiyat, ürün bilgisi vs. olmaması gibi bazı küçük *detaylara takılıyorum.',fiyat
'mümkünse astoria alış veriş merkezindeki mağazasını tercih etmeli. sanırım en büyük olanı ve elemanları zehir gibi, yardımsever, güleryüzlü',ssh
'bakırköy capacity mağazasında kılötesi bir elektronik bölüm şefi bulunduran elektronik mağazası. kutudan jelatinsiz çıkan ürünün jelatinini sorar, sonra bir de size bir iyilik yapıyormuş gibi  normalde değişim olmuyor ama bu seferlik değiştirelim  diye insanın asabını bozar.',urun
'az önce 365 mağazasından memorex in 50 lik dvd paketini 19 lira gibi bir fiyattan aldığım süper ötesi mağaza. lan ancak bu fiyata toptancıdan alabilirdim. lanet olsun ki geçen haftaiçi kızılaydan princo nun 7 tanesine 5 lira vermem oldu. yalnız garip bir durumda aynı mağaza 25 lik paketine de 19 lira istiyordu. neyse bana 50 lik lazımdı kaptım geldim. daha bir çok ürünü buradan alsamda en çok mutluluğu bugün bununla yakaladım diyebilirim.',fiyat
'kaybolan fotoğraf makinemin yerine yenisi alabilmek adına arada sırada electroworld kampanya gazeteciğine elime geçtikçe göz gezdiriyordum. bu akşamda yeni gelen kampanya ürünlerine göz gezdirirken birde baktım ki cebe uygun fotoğraf makineleri söz konusu. hemen atladık babamla arabaya vınlayaraktan doğru gordion alışveriş merkezine vardık. koşar adımlarla electroworlde indik. ufak bir gezinmeden sonra kampanyadaki fotoğraf makinesinin kalmadığını; ama aynı markanın benzer bir fotoğraf makinesinin 229 tl ye satıldığını öğrendik. işte o anda üstün sezilerim bu işte bir terslik olduğu sinyallerini verdi. bir elimdeki kampanya gazeteciğine, bir ürünün kutusuna bakaraktan ikisininde aynı ürün olduğunu belirttim. önce inkar ettiler, sonra   biz yemekteyken benzerini getirmişler sanırım  dediler. yetinmediler kasadan fiyatı okutup 229 olduğunda ısrar ettiler. sonunda barkodları karşılaştırdılar ve hata yaptıklarının farkına vardılar. böylece gazetedeki fiyattan satmak mecburiyetinde kaldılar. vellakin almadım, çünkü gözümü başka bir fotoğraf makinesine dikmiş bulunmaktayım. kıssadan hisse, adamı katakuliye getirmeye çalışıyorlar, alışveriş yaparken dikkatli olun ! mavi ayıcık seni severim, ama yinede  yaşasın ayrıntılara dikkat eden kız gücü  demekten kendimi alıkoyamıyorum*',fiyat
'kendisinden satın aldığınız alet, bir yıl içinde dört defa aynı sorunu çıkarıp, serviste de sorun çözülmeyince yasal hakkınızı kullanmak için kendisine başvurduğunuzda  biz bu şekilde değiştirme yapmıyoruz, önce tüketici hakem heyetine gidin orası karar versin, sonra biz değiştiririz  cevabını veren müşteri düşmanı firma.  ben o kararı alınca sen zaten değiştirmek zorundasın  deyince ise  bizim uygulamamız bu şekilde  diyorlar. ayrıca başka bir arkadaşın tüketici hakem heyetinden aldığı kararı uygulamamak için de bin takla attılar. bu nedenle belli bir miktarın üzerindeki alışverişleri bu zincirin mağazalarından yapmaktan özellikle kaçınmak gerekli.',urun
'ciddi yönetim zaafları ve yetersizlikleri bulunan mağazalar zinciri.',ssh
'eleştirebilmek için haftada en az 4 saat türkçe eğitim verilen bir ilköğretim okulundan mezun olmanın ya da yös (yabancı uyruklu öğrenci sınavı) ten en az 70 puan almanın gerekli olduğu mağaza. ancak mevcut uygulama mağaza ismi ile çok aman bir çelişki gösteriyor.',personel
' ...türkçeye özen göstermeyeni de kazıklama çabalarını destekliyorum  cümlesini yazarak, türkçe bağlaçlar konusundaki hakimiyetini cümle aleme ifşa eden yazarların yılmadan savunduğu mağazalar zinciri. bu übermensch ler, bir mağazayı eleştirmek için birtakım türkçe standartları belirlemek gibi akla zarar çabalar içerisine girmişlerdir. işin ironik tarafı da, bu belirledikleri standartlara kendilerinin uymuyor olmalarıdır. siz en iyisi müşterilerinizi dilbilgisi ve edebiyat konulu 30 soruluk bir sınava tabi tutun, aldıkları puana göre kazıklanma katsayıları belirlenerek ürünlerin kişiye özel fiyatları hesaplansın. (ara: akıl fikir)',personel
'birkaç farklı mağazasını gördükten ve çeşitli alışverişler yaptıktan sonraki gözlemim: çalışanlarının göt korkusu müşteri memnuniyeti odağının, hatta satış gayretinin önündedir ve günlük işleyişe bürokratik hantallık iyice sirayet etmiştir. bu da yönetimde ciddi arızalar olduğunun semptomudur. yönetim danışmanlarına çok ekmek var burada. kafası çalışan bir danışmanlık şirketi, durumdan vazife çıkarır ve yönetim zaaflarını giderme vaadiyle altından girer üstünden çıkar ve bir takım egzotik isimli iyileştirme programlarına bu adamları ikna eder, sonra da inek gibi sağar. ama üst yönetimde kafa aynı olduğu sürece aynı tas aynı hamam devam eder gibi geliyor. (bkz: yazık)',personel
'türkçe ye hakim değiliz diye bu adamlar iş etiğinden bi haber davranıp bizi güzelce kazıklama hakkına sahipler',fiyat
'türkiye şartlarında iyi sayılabilecek electronic store zinciri. bilgisayar alırken elbette vasat bilgi seviyesine sahip satıcı elemanları dinlemeyin efendim. sizi sacmasapan yonlere yonlendirirler. zaten karsinizda cok bilgili birini bulma ihtimaliniz çok yüksek değildir(yok demiyorum atlamayın) örnek vereyim:eve buzdolabı gerekir. valide hanım çok pahalı dolaplara göz koymuştur. ben fazla bişi bilmediğim için forum.donanimhaber gibi yerlerde eşşekler gibi yazılar okumak zorunda kaldım. inanın yüzlerce sayfa okudum. sonuç; ankara nın altını üstüne getirdim. gitmediğim avm veya beyaz eşya satıcısı kalmadı. 1 haftalık araştırma sayesinde benden daha bilgili bir satıcıyla karşılaşmadığımı söyleyebilirim (en boşları kutup aş ve keknosa idi). yine de electro world, media markt ve general electric (enkay) mağazalarında ortalama bir müşteriye parasıyla rezil olmamasını sağlayacak bilgi veriliyordu..',fiyat
'bence içeri giren müşterileri türkçe testine tabi tutsunlar. belirli bir puanın üstüne geçemeyenleri de domaltıp siksinler. müstehak sonuçta. mühendislere gereken puan da daha yüksek olsun.',yok
'- tükçe bilmiorom die beni fenha kazıklağan maaza... şaka lan şaka... kırmayın birbirinizi böyle küçük şeylerle...',yok
'(bkz: #18730692) (bkz: #18730714)  türkçe bilmiyonuz:/  diyen hissedarlarının da türkçe bilmediği şirket. bir dakika ya... hepimiz alman mıyız nedir?',yok
'çalışanlarından benim de memnun olmadığım firma. alacağım şeyi önce araştırırım sonra gider bakarim, fiyatı iyiyse alirim. lakin ben araştırma yapmadan gidip malzeme almak isterdim. almanya da bu gibi dükkanlarda zehir gibi çalışanlar vardır. bi soru sorarsın adam sana kitap yazar. o is onun hayatidir, ama bizde verilen maaş, egitim bunun çok altında olduğu için böyle bir hizmet asla beklenemez. ne alacağını bilerek gideceksin, öyle olunca da kimse bisi diyemez. etik falan kalmadı artık dünyada. kapitalizm çok vahsilesti artık.',personel
'gecenlerde turkce egitim seti aldim, azerice kakalmislar.',urun
'müşterilerini birbirine düşürmeyi başarmış, sözlüğe fitne-fesat saçan mağazalar zinciri',yok
'kendilerini eleştirmek için türk dili ve edebiyatı yüksel lisans programına başvurdum. sonuç bekliyorum.. kısfmet. ismi bile türkçe olmayan bir tükkan için elaleme türkçe bildiğimizi ispat etmek zorundayız ya anasını satiim. ironiye bak.',yok
'dünyanın en koordinasyonsuz, en sokaktan adam toplama personel alımını yapan şirket. 10 gün önce kendilerinden* lcd tv alma gafletinde bulundum. alırken de  13 temmuz günü öğlen 12:00 ye kadar teslim edilmeli. doğumgünü süprizi, ayarlamak için 10 gününüz var  dedim.  çok rahat ayarlarız, 10 gün var sorun olmaz asla  dediler. halen gelmedikleri gibi viaport mağazasına kendi çağrı merkezleri bile ulaşamıyor. mal teslimatını yapan aracı, aracın içindeki personeli kimse tanımıyor, hiçbirinin telefonu firmada yok. belki de soyuldular haberleri yok...',kargo
'ben buradan birşey alma gafletinde bulundum. aldım eve geldim. cihaz düzgün çalışmıyordu. hemen web sayfalarından müşteri hizmetleri hattının numarasını bulup aradım. dedim: - bir hafta önce sizden şöyle bir cihaz aldım. cihazda söyle söyle sorunlar var. değiştirmek istiyorum. - ürünün ambalajını açtınız mı? - evet, cihazı denedim. - ambalaj açılmışsa iade alamıyoruz. - nasıl yani? - iade almıyoruz. başka bir isteğiniz var mı? bu iletişimsizlikten sonra, aleti kaptığım gibi satın aldığım mağazaya, müşteri hizmetleri standına gittim. dedim, işte  bunu daha bir hafta önce aldım, çalışmasında şöyle şöyle sorunlar var. değiştirmek istiyorum.  hatta sırf servisle uğraşmamak için, fark ödeyip bir üst modelini almayı bile önerdim. (çünkü servise giderse 30 işgünü süresi var; yani geri gelmesi 40-45 günü bulacak.) yok, ambalajı açılmışsa hiçbir şekilde iade almıyorlar veya değiştirmiyorlar. sonra ordaki görevli beni mağazadaki  teknik servis  standına yönlendirdi. bu arada, buraya neden  teknik servis  dendiğini de bilmiyorum. zira herhangi bir  servis  vermediği gibi hiç de  teknik  değil. neyse, burdaki görevliye durumu anlattım. adam aleti fişe taktı.  çalışıyor  deyip bana geri verdi. evet alet çalışıyordu. ama çalışması gerektiği gibi çalışmıyordu* . ama ben tüm çabalarıma rağmen bu iki kavram arasında bir fark olduğunu anlatmayı başaramadım. ve abuk subuk çalışan cihazımı alıp kös kös geri döndüm. daha sonra kendim aleti istanbul daki yetkili servisine kargoladım. birkaç yazışmadan sonra beni haklı bularak cihazı yenisiyle değiştirdiler. bir buçuk ay, kargo masrafı ve bu aradaki sinir harbi sonrası düzgün çalışan bir ürüne sahip olabildim. velhasılı; buradan sorunlu bir ürün aldığınız takdirde sorun, parasını ödediğiniz andan itibaren sizin sorununuz oluyor. bozuk çıkabilecek veya bozulabilecek birşey alırken aklınızda bulunsun. yeri gelmişken konuyla ilgisi olmayan bir anımı anlatayım: bundan 2.5 yıl önce bir lcd monitör aldıydım. bir modele karar verdim (lg wt204). o model hem vatan bilgisayar da hem de mavi bilgisayar da vardı. zaten ankara söğütözü nde ikisinin de 500m arayla mağazaları var. ikisine de baktım. mavi 300$ diyor. vatan ise 330$. satış elemanına sordum,  ölü pixel çıkarsa değştirebilir miyim?  diye, çünkü mağazada deneyerek alma şansım her ikisinde de yok. mavi deki eleman, ekranda üç ölü pixele kadar bunun normal(!) olduğunu, daha fazla çıkması durumunda servise göndereceklerini söyledi. vatan bilgisayar daki eleman ise, bir ölü pixel dahi çıksa bir ay içinde değiştireceklerini söyledi. bunun üzerine 30$ (yani %10) fazla ödeyerek vatan dan aldım. bir hatırlatma: bugün mavi bilgisayar diye bir yer yok. bilmem anlatabiliyor muyum..',fiyat
'dün hürriyet gazetesinde tam boy sayfa ilanları vardı. ve orda kampanyanın bitiş tarihi olarak kocaman şöyle yazıyordu: 22 eylül pazartesi. ulan kafanız mı iyi? 22 eylül bildiğin çarşamba günü. koskoca ilan verip bunu gözden kaçıran adamlarla çalışıyorlar...',reklam
'eniştemin aldığı televizyonun teslimatının 20 gün gecikmesinin akabinde firmayı aramasının peşine bir kutu çikolata gönderip özür dileyen firma. (bkz: işi tatlıya bağlamak)',kargo
'sabahtan akşama kadar playstation move ve guitar hero oynayan çalışanlara sahip firma. en azından bakırköy deki şubelerinde gözüme çarpan bu oldu. onun dışında bu şubede bir de 1 adet çolak sonic e sahip firma.',urun
'düşürüp kırdığım fotoğraf makinemi, durup dururken böyle oldu yalanıyla götürdüğüm, attığım yalana kendim bile inanmadığım o dakikalarda, beni mağdur etmeyip makineyi yenisiyle değiştirmiş, elektronik zincirici.',ssh
'beylikdüzü torium avm açılışını yarın sabah 6 da yapacak elektronik zincir şeysi. katalog fiyatlarında deli ürünler var. fırsatı, imkanı olan varsa kaçırmasın derim. bu devirde kimse 1100 tl ye 106 ekran panasonic full hd lcd tv vermiyor sanırsam.',fiyat
'torium avm açılışında wd tv live 99 lira z5500 479 lira yaparak görülmemiş indirim yapmıştır. bravo.',fiyat
'vakti zamanında bunların capacity avm şubesinden kardeşime hediye olarak bir adet mp3 player almıştım. üst katta yemeğimi yerken kutuyu bir açıp bakayım dedim, kutunun içinde mp3 player yoktu. evet kutunun içi boştu. mağazaya geri dönerken bunlar bana inanmaz yalancı muamelesi yaparlar diye kendimi kavga döğüşe hazırlarken hiçbirşey sormadan lafı uzatmadan boş kutuyu dolusuyla değiştirdiler. sanırım ekşi sözlükte rezil olmaktan korktular.',urun
'neredeyse hiçbir görevlisinin görevli olduğu stand/ürünle ilgili tam bir bilgisi olmadığı, görevli sıfatını hak etmediklerini düşündüklerinden olsa gerek, müşteriye karşı sanki asıl hizmeti alan, lütfeden onlarmışçasına bir tavır içinde olan çalışanlara sahip firma. ayrıca mesela fiyatlar, ödeme şekilleri konusunda soru sorarsanız fırça yiyebilirsiniz. kasadakilerin işi süper ağırdan alma ve bazen sohbette kendini kaybetme huyu mevcuttur. en son burada anneme telefon almaya calısırken model konusunda soru sorma gafletinde bulunarak azar işitince, dartye gittim,  lütfen ,  tabii ki yardımcı olayım  gibi laflar duyunca bünyem yerine geldi.',ssh
'pascal nouma yla play station oyna kampanyasında adeta hayal kırıklığı yaratıp, eline yüzüne gözüne herşeyi bulaştırmış firma. yazıklar olsun, parayı geri de vermiyorlar...! ticari ahlakları varsa özür dilesinler.',ssh
'elektronik aletleri piyasadan daha yüksek fiyata satan firma. sıradan bir elektronikçide bile daha ucuza buldum burda fahiş fiyata sattıkları aletleri.',fiyat
'fiyatlar acayip sisirme. ustune bir de  stoklari eritiyoruz  diye sisirilmis fiyatlarin uzerlerini cizip 50 liralik indirimi 150 liraymis gibi gosteriyorlar. baska yerlere bakmadan baliklama atlamamak lazim.',fiyat
'internet sitelerinin açılış sayfalarına kampanyalı ürünleri koyup, müşteri hizmetleri stok durumu için arandığında sadece iki mağazada kampanyanın geçerli olduğunu ve stok durumunu göremediklerini söylemesiyle kampanya kavramında yeni bir çığır açmıştır.',reklam
'ayıplı elektronik cihaz satımında best buy dan geri kalmayacak potansiyele sahip tüketicinin seçimlik haklarını ve tüketici kanununu siklemeyen ayıplı mal kakalama dünyasıdır.',urun
'365 alışveriş merkezi içinde bulunan mağazasında, kesinlikle hiç bi işe yaramayan top sakallı ve dayaklık bir teknik servis elemanı bulundurmaktadırlar. adam 0.6-1.5 mb/s transfer hızına sahip bir flash disk i*  şimdi beyefendi usb 2.0 ın bisürü klasmanı var bu da onlardan biri. mesela toshiba var o şahane hemen kopyalıyo  şeklinde değerlendirdi. bu konularda baya yetkin olduğunu anladığım teknik servis elemanı son olarak da  yani çok garip bi hasar tespitiniz var. bu cihaz çalışıyo. sadece yavaş  gibi zaten benim en başta kendisine belirttiğim durumu bana copy/paste yaptı. yetmedi bi de sıvayası geldi:  şimdi zaten usb 1.0 ı bilgisayara takınca, eğer bilgisayarınız usb 2.0 destekleyen bir port a sahipse sizi uyarır,  daha hızlı bi cihaz takılabilir  gibisinden .  ulan bilgisayar seni uyarır mı  daha hızlı bi flash disk alsan iyi olur be abi  diye?  söylenerek müşteri hizmetlerine geri sardırdım. 2 tl daha ödeyip başka bir marka nın ürününü aldım. çok sağol dayaklık teknik servis.',urun
'maslak subesinde gncteklif karamboluyle gelen  2 tl ye pascal pes te konsolu eline verme firsati ni kacirmadan kullandigim elektronik magazalar zinciri -ehh // en iyi degerlendirdigim 2 liraydi diyebilirim =)',fiyat
' eğer bu ürünü almak içinize sinmediyse diğer mağazaları dolaşın, aşağıda bimeks, teknosa var, oralara bakın  diyen çalışanlara sahip firmadır. gayet samimi bir şekilde sarf edilmiş cümledir. sırf şu sözü duyduğum an tamam lan alıyorum hadi diyesim geldi ama almadan önce diğer mağazaları tabi ki dolaştım ve yine buradan aldım.',yok
'buradaki elemanların bilgisizliğini sınamak istiyorsanız  merhaba bilgisayar monitörü olarak kullanılmak üzere plazma ekran almak istiyorum, önerir misiniz?  diye sorun.',personel
'az sonra anlatacağım olayı bizzat yaşadığım mağaza. fotoğraf makinası beğenilir. satış elemanı da şöyle güzel böyle iş yapar der durur, dil döker. alınmasına karar verilir ama o da ne? ürün mevcut değil, iyi mi? diğerine geçilir. böyle güzel şöyle iş yapar der durur, dil döker aynı eleman. hadi bu olsun denir, onun alınmasına karar verilir. ama o da ellerinde yoktur. aynı satıcı ikinciye yok demeye utanır ve başkasına dedirtir bunu üstelik. böyle çalışanları olan bir yerdir işte...',urun
'ankamall şubesinde; sırf araya 2 dakika daha erken çıkabilmek için kasaya getirdiği müşterisi önce işlem yapsın diye başka müşterilerin sırasına saygısızlık yapan çalışanlara sahip mağazalar zinciridir.',personel
'çalışanlarının işlerini iyi yapmıyor olması çalışanlarına hakaret edilmesini gerektirmez. mağaza müşterileri de dahil olmak üzere burada çalışan insanlara hiç kimsenin, işle ilgili olan bir konu yüzünden hakaret etme hakkı yoktur. yani buradan alışveriş eden kişilerin de mümkünse birazcık hadlerini bilmeleri gerekir. öyle de muhteşem, öyle de inanılmaz bir mağazalar zinciridir bu...',personel
'boş zamanlarımda gidip ankamall şubesinde çalışanlara hakaret ettiğim mağazalar zinciri.',personel
