@RELATION degerlendirme
@ATTRIBUTE text  String
@ATTRIBUTE degerlendirme   {neg,pos,nm}
@Data
'internet mağaza üzeri ver 2 sipariş de aynı gün içinde kargo teslim ede firma müşteri hizmet stok ve gönderi durum için defa görüş ve her seferi de kalite hizmet al diğer firma biraz daha pahalı ürün ol rağmen büyük meblalı alışveriş 20-30 lira fark için saat müşteri temsil peşin koş bura rahat alışveriş yap ',pos
'kendi 1199 lira bir adet bosch buzdolabı al no frost, gri renk iz tutma a+ enerji seviye 1799 lira indir diğer bayi gez 1900 lira satı ürün al buzdolabı akakçe.com sonuç http://www.akakce.com/…dn40x75ne-fiyati,437402.html 599 lira bir adet indesit çamaşır makine 8kg 1200 devir a++ enerji seviye al çamaşır makine http://www.akakce.com/…81282-eco-fiyati,545736.html bit mi bitma bu alışveriş %10 da hediye çeki ver et mi 180 lira hediye çeki ha bu aşama bu iki ürün başka bir yer bu fiyat al arkadaş var hodri meydan mesela bura sony nin bir kulak al 59 lira memleket git nt kitabevinde aynı kulak 34 lira i tabii ki her ürün ucuz ol iddia etma ama adam kampanya yap zaman gerçek anlam ucuz ver ifade et bir de 140 lira çamaşır makine 3 yıl garanti uzatma buzdolabı da aynı fiyat 2 yıl garanti satı al toplam meblağ çıktı 2000 lira hediye çekim 218 lira ol bura kadar her şey güzel ürün araştırma yap hakikaten çok ucuz al fark et o konu bir şey yok ama al süper garanti konu total 280 lira ver 100 lira hem indesit hem de bosch +4 yıl garanti ver bugün electro world a git işbu garanti iade konu görüş tamam fatura yan ise hemen iade ede de yarın garanti iade et 200 lira hediye çekim 280 lira iade de ekle 500 lira da kendi koy bir tane bosch bulaşık makine al onda da 90 lira hediye çeki gelecek onun da ıvır zıvır al ev ',pos
'site üye giriş yap sonra sağ üst yeşil karakter ile  aynı gün kargo  ifade buton tıkla açı sayfa  hafta iç her gün saat 15:00’e kadar cumartesi gün ise saat ye kadar ver tüm sipariş aynı gün kargo teslim edilir.siparişiniz onayla sonra 2 ile 7 iş günü ara adres teslim et  ifade bulan rağmen bu sabah 9.35 te al bilgisayar an itibari (11 saat geç hala sipariş hazırla ve kendi daha ilk alışveriş nefret et site hayır yani kargo firma gece saat çalış bilema zira gün henüz bitma hayır bir şey değil site sipariş iptal imkan bile yok al para üzeri yat ve kal öyle adam insaf ney kendi ilk ve son alışveriş bu aman diye uzak duru ayla sonra akıl gel için yapı edit: adam gerçek de akşam 21:35 te bilgisayar kargo ver ertesi gün saat 16:00 civar bilgisayar gel günah alma şimdi (bkz: gold bilgisayar yan melek gibi ',neg
'29 kasım -15 aralık 2012 tarih ara kendi alın toshiba i ve i notebookların yan 500gb harici hardiski bedava vere elektronik mağaza kampanya şart ',pos
'çor mağaza görünüm hemen yakınıdaki evkur dan daha az kalite imaj yarat ',neg
'2 yıl önce 1.5 lira pil al diye 2 yıl 2-3 gün bir reklam mesaj ata mağaza edit: bu entry vesile reklam mesaj at mantık bulan tip de gör ol mantık müthiş pil al pil elektronik alet takıcakmışım, bu adam da elektronik alet sat bu yüzde reklam mesaj at çok normal la pil ne için kullan kim ne ? al pil göt sokucak ol jigolo öner mesaj mı atıcaklar ? gün içinde elli tane yer gir çık dalgın gel numara ver işte de ki bu yararlan bin tane mesaj at zor mı ? beyin bedava harbi ',neg
'hafta bir kaç kez değişik mağaza ziyaret et firma bazen kendi için bazı oğlan ps oyun bak iste için ev ve işe yakın avmelerde ol için v.s. tamamen kişi gözlem dayan bir sıkıntı var gibi gel personel bir istek topla topla konuşma müşteri yan atarlanıp sonra anide fısıldaşma dönme gibi hareket mütemadiyen göz çarp fiyat avantaj ürün de pek denk gelma umar sıkı rekabet ortam yüz problem yaşama ne kadar çok seçenek o kadar iyi ',neg
'fiyat da iyi ol ama taksit ön plan bu firma al 5 ay sonra ödema başla 12 ay da peşin fiyat taksit vs ama dandik eleman var o ayrı olay bak +abicim merhaba bu logitech wireless gamepad şarj mı pil değiş mu öyle alma ambalaj ön de bir ibare yok (hakkaten la çok şaşır power nam bi bok yazma kablo da var kablo kablo oynama opsiyon kablo şarj etma evet beyfendi (beyfendi de kurum ol bu ülke bil şarj et üstelik kablo oyna iste de çıkar mesafe de uzun +(tribute to cem yılmaz bah oğlummm? pil olmasınn? emin misinn? la olmm? sonuç 2 adet kalem pil ve o kablo alıcı uzat için üstün de yaz sadece alıcı uzat ve göt sok için tasarla diye la ben araştır git dema ak o eleman orda o iş yap hadi onu geç akşam adam gibi fifa oyna de girdi market napacağız, nere sıç ',neg
'sat ürün yan yüksek fiyat vur o fiyat üzeri indir yap müşteri tufaya düşürma çalış firma biri de bu at 1500 tl değer bir ürün 300-400 tl indir yap bu nasıl iş tv kanal da çin mal 1200 tl de getir 199 tl ye sat acayip oyun bu ayık ol ',neg
'bura git bir ürün beğen ve alma karar ver diye  ben bu al iste  de bir satış görev bulma satış eleman çok mu az maaş ver maaş öde bir sıkıntı mı var ne iki kez baş gel bu 2 sene önce printer alma karar ver hp nin bir yazı beğen uzak bir eleman el işaret yap gör gel 5 dakika falan bekle sinirlen çık geçen gün de hanım bir kompact fotoğraf makine alma gir bir model beğen bekle ki satış eleman gel ortalık gezin biri bul  bi bak mı şu alıcaz  de  hemen gel  de bekle 10 dakika gel git olma sonra ben yine afakanlar bastı geçen sefer deneyim akıl gel  bu huy bu herhalde  diye bırak makine çık git az ileri bir başka teknoloji market gir öteki taraf reklam yap bu dema diye ad verma tam iste gibi satış eleman ne tepe dik ne ilgi sürekli ben iste ant göz temas kur şekil yakın dur hem makine al o gün hem de bir sürü flash disk bilmemne. ',neg
'bugün birkaç elektronik eşya birlikte bu 120 tl ye braun fön makine al sonra teknosa da aval aval dolan aynı ürün 10 tl daha ucuz ol görün kendi aptal gibi hisset hemen git iade yap para geri al aynı ürün teknosa dan 110 tl ye al adam mı seç yoksa adam mı sik bilma ama orta bir seks ol açık bir de her yer biz ürün daha ucuz bul siz %120 sini vere falan yaz ya la ben ney bir şey dema ',neg
'köy kurnaz ilke edin diğer mağaza pek de fark olma ben ve arkadaş bugün göster ol teknoloji mağaza zincir kendi %120 fiyat garanti gibi bir uygulama yap iyi güzel ama nasıl yap bu şimdi siz onu anlat bu olay tanım şu  mağaza satı alın ürün baska bir mağaza aynı marka ve model aynı şehir sınır içeri daha düşük fiyat sat göster ve güncel geçer ol insert, gazete ilan fiyat brosürü veya ürün electro world’den satı al tarih itibaren 14 gün içinde diğer mağaza kesilmis ol satış fişi/faturası ile belgele ara fiyat farki siz %120 şekli iade et  kendi biz 109 lira sat bilgisayar mouse un aynı alışveriş merkezi bir kat altın bulun başka bir mağaza 39 lira bul getir fiyat fark taahhüt et gibi %120 sini öde reddet ve biz bu miktar karşıla hediye çeki ver teklif et tüm popüler forum ve internet platform benzer durum geri öde nakit ol alan müşteri rahat gör hal alenen bu konu yalan söyle hediye çeki konu biz baskı yapma devam et sen gel hem böyle bir fiyat garanti taahhüt et hem de kıvır kıvır kadar ney çifte standart maruz kal bilema gibi çocuk gibi azarla mağaza gönder müşteri hizmet yapı telefon görüşme de geri dön alma için tek çözüm tüket hak hakem heyet gibi gözük kısa müşteri davran biçim ve insiyatif kullanma personel ben göz bit mağaza biri ol tebrik hediye çeki elektronik ihtiyaç ol zaten al hediye çeki ne alay şimdi ben ev 86 lira karaoke mikrofon mu alay ',neg
'teknosa nın satı al dedikodu dolaş firma hatta bir duyum göre electro world ceo su bahadır özbek 3 hafta önce iş ayrıl franchise mağaza ne ol net kazanma da teknosa nın bu akşam tüm tedarik ver yemek konu açıklama bekle ',nm
'bimeks e sat http://www.kap.gov.tr/…ldirim-detayi.aspx?id=308767 ',nm
'ucuz git tenoloji market 6 milyon sat bil kredi çek ben al ',neg
'koskoca izmir e ve ada ya birer mağaza açma türkiye dek mağaza bimeks e sat tüket elektronik türkiye de çekil hele hele bu şekil türkiye de çekil hiç hoş olma ',neg
'varlık biz bimeks de kurtar ol firma yok biz bimeks in kucak düşür durum gel firma ',neg
'şahsen uzun süre media markt a tercih et teknoloji market i ancak geç gün ankamall daki şube wd tv live sor  o ürün biz heep geri ver çok ağrızalı çıktı şikayet gel onun yerin ad sanı duyma kıytırık bir aygıt göster helehülömüz var wd ın ürün çok daha kalite  şekli çakma cevap al bir çalış hani ürün bilma muadil kullanma ol zebellah kadar yorum okuma ol ve marka güven duyma yiyecek ne diye indragandinin peşin hele bimeks in electro worldu satı al ol da burdan öğren sonra güven bir tık daha azal kendi ',neg
'çalış prim usul çalış zorla göze sok mağaza şöyle ki antalya daki mağaza git gez göze indir bir ütü çarp ürün hak bilgi sahip ol iste 1 çalış bile bulunma kez pardon yardım ol biri var mı diye yüksek sesle sor etraf personel çok ama yardım olma yanaş yoktur.soru sor bil tüm personel göz kaçır ortam uzak kendi cep telefon internetten biraz araştırma yap fiyat uygun ol gör alma karar ver alt kutu biri alma çalış bir personel belir hemen yardım olma çalış ütü hak gıcık ol diye kutu öyle bırak uzak sonra tekrar kutu alma yönel başka bir eleman bir yardımsever kes kutu al hemen kutu yan birkaç rakam yazar sicil numara falan yaz herhalde prim al için ses çıkart kasa doğru yönel başka bir personel göz kutu o da kaş göz ara paket kontrol ede bahane o da kendi sicil yazar diğer yazı arka kal önce yazı görünma ve buna sinir ol galadriel elensar kasa doğru yönel diğer al beraber kutu ol gibi bırak mağaza çıkar ',neg
'astoria daki tek favori marka i az önce site gir de ve sat öürendim. zaten astoria da kapa da kıllan bimeks ne amk! ',pos
'fiyat kazık ol firma bu firma 76 lira ol ürün media markt de 60 lira al kasiyer fiyat neden bu kadar yüksek ol sor ise  diğer firma ** kampanya yap  de sırf bu tutum rekabet piyasa yer belli et ',neg
'tartışma türkiyedeki en iyi teknoloji mağaza bu yıl alışveriş yap hiç bir sıkıntı yaşa yok bimeks e sat çok kötü ol kanı ',pos
'6 kişi birleş electro world e gir daha fazla ver  de bir satınalmaya maruz kal şirket ',neg
'ankamall daki mağaza kapan iyi firma ',pos
'dünya elektronik dev biri türkiye de ilk şube bursada aç ',pos
'türkiye  de ilk şube korupark  ta bugün itibari açacak ol elektronik dev günlük ol ciddi kampanya yap bazı gün bir laptop  u yarı fiyat al mağaza ',pos
'700 yeteleye fujitsu-siemens in taşak say bir laptop model bünye bulundur taa istanbul lardan koca bir oha al elektronik eşya firma burs da ol eş dost borç al bir düzine al bu makinadan. ',pos
'bugün itibari türkiye dek ilk mağaza burs korupark ta aç ol firma sabah altı akşam kapa kadar dehşet bir kuyruk ve izdiham yaşa laptoplar 700e bilgisayar 400e plazma 2000e kapış ',pos
'ilk günü itibari yap indir yararlan iste akın uğra elektronik market git görülmüştür.Maxtor marka 500gb hard disk 150 ytl ye alınmıştır.Çoğu ürün tüken gözle kalabalık baş etma yöntem ol içeri sıra alma yöntem kullan devam ede gün de yoğun devam et bekle tabi fiyat da bu şekil devam et temenni et ',pos
'ilk şube bursa da aç  deli mi çok öde  slogan benimse uluslararası elektronik mağaza zincir ',pos
'istanbul şube yarın bakırköy capacity alışveriş merkezi açacak ol teknoloji firma burs dakine benzer görüntü yaşa emin birisi ol uzak durul de ',neg
'ankara şube de et antares alışveriş merkezi aç ol elektronik şey satıcı kocaman bir mağaza ol her şey de var açıkcası. gayet de ucuz çatır çatır sat adam ben sahsen hayran kal siz de git görün ',pos
'ucuz filan olma elektronik mağaza bir çok işletmen mantık şu üç beş ürün çok ucuz sat diğer ürün fiyat kazık ol da nasıl anlaş evet efendi nintendo wii, playstation 3 ve bir kaç laptop çeşit çok uygun fiyat diğer tüm elektronik cihaz piyasa ile aynı fiyat ya da daha pahalı ',neg
'(bkz: electroworld burs ',nm
'yeni mağaza bu sabat 06.00 da istanbul kartal da açmıştır.kapıya yığ izdiham olma tam aksine ip gibi sıra bütün gece bekle insan görülmüştür.sıra hala devam et şer kişi ol içeri al insan en çok rağbet gör ve tüken ürün ise 799 tl lik 82 ekran lcd tv ile 25 tl ye satı traş makinasıdır. ',nm
'diğer nazaran daha küçük metrekareli bir şube de gayrettepe astoria avm de bulun (-2. kat elektronik ürün market pek bile yok ora tenha ol gider rahat rahat gez çeşit çeşit ps3 oyun tecrübe eder falan ',pos
'bakırköy capacity de bir şube ol diğer elektronik market nazaran daha makul fiyat ürün sat çeşit bol ol bir elektronik mağaza capacity de otopark giriş ol katı yarı onlar tahsis et büyük var siz düşün ',pos
'media markt a oranla kesin daha uygun fiyat ve daha kalite müşteri hizmet sahip ol elektronik dev ',pos
'sat ürün kesin değişma firma * ',neg
'fiyat makul çeşit bol ol firma ',pos
'media markt firma birlikte ürün internet sayfa sergilema sadece birkaç sansasyonel fiyat sunum teknoloji dev ol san firma ',neg
'(bkz: alem kral ',pos
'müşteri memnuniyet önem verma teknoloji market ',neg
'burs şube nefret etma mümkün olma mağaza zincir bozuk ürün sat bu sat pislik ol değil de al salak ol düşün firma ney teşhir ürün de sorun ol mesuliyet kabul etma tabi bu sorun çık sonra belir de ayrı moronluk. ',neg
'eleman teknoloji özür insan model çok güzel örnek teşkil et mağaza ',neg
'müşteri hizmet sıfır ol yer telefon al burdan.bozuldu.geri ver 30 iş günü içinde tamir edilecek,aynısı ver ya da para iade yap biz taraf  dediler.ok de başla beklema iş günü sonra git numara bırak biz siz arıcaz yüksek derece tamir görün  dediler.yine ok dedim.aradılar 2 gün sonra.telefon genpaya git de yapma da , genpa ara hesap numara isticekmiş ben de para ora yatırcaklarmış.mış da mış. ey electro world insanı,ben telefon siz aldım,parasını siz ver ben ne diye genpayla menpayla muhattap ediyosunuz de ,genpanın politika böyle dediler.sokayım öyle politika bekliyorum.hele genpa arama dağıt la ora * ',neg
'ucuz ucuz mal sat pek çok kez al bozul da B.köyde adam akıl elektronik ( bimeks kapan Darty minik yine tercih ediyorum-)mağazası olma mecbur kal firma bugün wow cata paket için ara Capacity mağaza telefon verma sor soru da capacity mağaza yardım ol belir bu yıl bilim adam böyle mantık görma ne la bu ',neg
'alışveriş yap kesin çok dikkat ol gerek firma  ucuz bul hemen alay  dema düşün bura bir şey al 1800 tl lik dizüstü bilgisayar 1400 tl ye kampanya yap sat şahıs bu hata yap hemen zıpla ürün satı al ürün 1 hafta kullan art bilgisayar kapa bazen açma başla en son görüntü git bir daha gelma ney ol böyle şey de al mağaza yol tut ve mağaza müşteri politika ilk elde öğren ol ürün al öv öv bitirma ürün bozul bir değiş olay yılan hikaye dön bilgisayar bozul 5 gün ol yasal ol ilk 30 gün bozul ürün değiş hatta para iade alma gibi hakla bulun adam bu ürün değişma ısrar et önce  ambalaj gelma  de şimdi  servis onay bekle  de ney onay bekle kardeş bozuk işte bilgisayar getir sen çalışma ney onay bu ben ağız yan kapı geç pişman ol hem bilgisayar kal hem gerek mağaza gerek müşteri temsil hat mağaza çalış ağız koku çek adam gibi konuş sonuç alma sert sonuç alma mağaza en büyük özel  sonuç alma  ol anla Şaşkaza; ürün  sağlam  çıkar şans ama bu satı al sonra iş düş sakın kibar anlayış ilgi falan beklema ben söyle ben ağız yan sonuç mu sonuç ol iki gün sonra  bilgisayar tamir et gel al  derle kesin bilgisayar teslim alma o 1.400 tl yan yansı ben o kadar hayat bez ki böyle bir durum 333 yıl mahkeme sürün bile hak ara zaten çek eziyet yaşa stres 1.400 tl de çok daha pahalı patla artık heyecan telefon bekle  bilgisayar tamir et gel al  diye ara iste ki olay noktala ol art ben bilgisayar teslim alma hakem heyet mi ol mahkeme mi ol ney uğraş iste para bilgisayar umrumda bile değil sat kibar ve pozitif sat sonra vurdumduymaz ve negatif tavır takın biz memleket özgü mağaza anlayış sıkıl artık buna dair bir şey yap iste sadece bilgisayar da tamir de para da yiyim. psikopat yap ben evet * ',neg
'ha bir de mağaza  ürün ambalaj  iste kullan ve 1 hafta sonra bozul bilgisayar  ambalaj ne yap  sor hp bilgisayar üret değişim için ürün ambalaj iste cevap al firma bu akabinde hp türkiye temsil aran  yok kardeş ambalaj gerek yok ayıp ürün mukavva koli ne yap yeni mi sat sanki ürün siz ambalaj iade edin al yer  de bu kez  biz prosedür bu  de insan çile çıkar da firma bu aynı zaman şimdi de  servis onay bekle arıza dair  diye değişim yapma firma elde belge var  ürün açma ve bozuk ol tespit et  diye al ürün ben şimdi yeni teori de bu servis onay bekle 3 gün sonra ne bahane bul bilma ürün değişma için ama yarat sıfır onu söyle ',neg
'insan mağdur et fena hal benimse firma bu mağduriyet hem işe alım hem müşteri anlam yap ilk aç zaman ben anlaş tam işe başla sıra finans müdür değiş eski müdür onayla hiç kimse işe alınma diye ara aşağı ki link ki kişiyide ürün satış yanlış bilgi ver mağdur et --spoiler-- http://www.duslervekabusl.../topic.asp?TOPIC_ID=11773 adım sinan hiç bir firma kurum yad kur düşman çıkar uyuşma vb gibi sorun yok yaz arka 14 şubat 2011 sevgi günü nde eş ev 100 metre mesafe ol için Electroworld Gaziosmanpaşa şube bir medya oyna al iste Western Digital Elements Play Media diye bir ürün beğen kutu üzeri Dolby Digital yaz Stand personel sor - sağ sol duy kadar üzeri dolby digital yazsada DTS yazma dışarı ses verma sadece optik çıkış ver öylemidir?  personel kesin böyle birşey yok dışarı ses ver ama kalite DTS kadar iyi değil de tatmin olma yaş daha büyük sağ sol yapı iş kontrol ede san biraz daha üst rütbe bir personel kasa doğru gider yakala sor oda aynı cevap ver Dts yazma dolayı Tv ye ses iletma gibi bir durum söz konu olma sadece kaliesinin daha kötü ol söyle bende - ben zaten kalite lazım değil ses filan açma apartman   de kasa gel orda backgrounda da ürün haşır neşir ol bir personel daha kasa bekle biraz sohbet et o da - bu ürün bent de var dışarı ses verma gibi birşey söz konu değil de al ürün ev gel önce bilgisayar bağla için disk bir video at sonra götür tv ye bağla çalış ses yok Hd kablo sök takt acaba birşeymi var diye tv yi aç kapat ses aç kıs hiç bir gelişma yok evde internet yok ertesi gün işyerinde ürün isim bir arama motor yaz araştır bir dergi editör ürün hak bir incelma yazı yaz ürün dts özel yani ortalama her 3 mkv film en az 1 tane ses analog stereo çevir tv ye verma özel kesin olma yaz 15 şubat günü ev cihaz zaten düzgünçe aç ol tüm kutu poşet topla ve en önem ol fatura taşım poşedine koy Electroworld&#8217;e git eş ben cihaz sat stand görev bul böyle böyle de ben de Dediki öyle tabiki. dışarı ses ver çanta elim al ve yaklaşık 1.5 metre poşet el yürü ön masa gibi bir desk ol bir Lcd tv nin önüde dur cihaz poşet kendi çıkar kutu kendi aç biz eş dikkat eleman poşet cihaz çıkarma verma malüm elektronik eşya mağaza ol sağ sol göz uç ilgi çek şey bak eleman bağla cihaz çalış bak ses gel de baktımki optik çıkış optik kablo 1000 tl civar satı ev sinema sistem bağla . Dedimki - sen ses optik çıkış ve sistem al ben ne ses sistem var nezt böyle bir şey alacak güç var eleman dediki - bu cihaz başka türlü çıkmazki ses bent - gel beraber medya oyna ol raf git sen orda bir sürü model göster hdmi kablo tv&#8217;ye ses ilet sadece bu cihaz bu özel yok de biz bu tartış amiride gel dinlema başla poşet kurcala eş dediki; fatura nerde bu şimdi asıl film burdan sonra başla fatura kendi özen beze defa kontrol et cihaz ol firma taşım poşedine koy yol yürü bir defa daha ağız arala kontrol et Poşedi elim onlar al onlar aç fatura bir alicengiz orta kaybol eleman &#8211; aaa , fatura yokmu? o hal hiçbir işlem yapma diyip çil yavru gibi dağıl masa üstün cihaz dağıılmış şekil poşetler,kutusu,guide ile kalakal Heryere bak yer , sağ sol defa poşede.. biz ordan topla git kadar eleman biz orda yok gibi davran yüz bile bakma eş muhasebe git ordakilere, onlar fatura kopya fotokopi çek üzeri kaşe aslı gibi diye yazma iste yapma de insan baş böyle bir şey gel insan müthiş yıprat ev gelin eş ben &#8211; bir ara kendi bay kaybet yüz hal gör de bu ruh hal yaşa sonra gerçek üç beş kıymet yok şimdi çık ol bit düzelt bile o an ruh tahribat artık geri getirma bu yazı sikayetimvar.com&#8217;a yaz iste ama 1500 harf sınır 3 paragraf yazma bazı GSM lerde sms, yani Short kısa mesaj servis 500 harf aciz bu kadar pes doğru --spoiler-- ',neg
'bünye en fazla özür iş gücün yer vere mağaza zincir + alo merhaba internetten araştır ama gaziosmanpaşa şube fotoğraf baskı yap yapma öğrenma telefon numara var ver mis mağaza hepsi fotoğraf baskı yap + hmm, tamam geçen bayrampaşa şube git baskı makine bozuk ve onca yol geri dön zor kal ben telefon numara ver mis ara sor iste eğer baskı makine problem var onca yol bu sıcak git istema özür dil mağaza telefon hizmet verma hizmet al için arama sadece çalış çalışma sor iste sor da hizmet al özür dil mağaza numara verem peki siz ben için sor mı ney baskı makine çalış çalışma bütün mağaza fotoğraf baskı yap ben türkçe konuş siz çalışma izin var mı anlama anla şaş ',neg
'(bkz: erkek mango ',nm
'electro world çılgın teklif kampanya dene muhteşem kampanya seri icat et teknoloji market bu da ney ne diye can yazar için efendi şimdi 8-9 ekim tarih çılgın teklif 2 kampanya tarih electro world ün facebook ve twitter sayfa güzel takip et bu sayfa sürekli türkiye nin çeşitli il yer isim ve hediye anons et anons et yer ilk git kişi de o hediye sahip ol kupon yok beklema yok adım at hediye kap gibi bir olay ',pos
'çılgın teklif yap ilan et kitle mutlu hava uçur teknoloji diyar mutlu uç için bak gerek yer http://www.facebook.com/electroworldturkiye ',pos
'eğer ki güçlü bir bayi ağın sahip ol başar ki üret oluş güçlü kanal yapı sebep bir çok üret bu tarz buy perakende ürün verma misal vestel, ilk etap ozellikle vatan computer, gold bilgisayar ve bimeks i sars ümraniye şube hemen akabinde şube uzerine şube açma gerek ancak ve ancak bu saye kendi fark o meşhur damping yapma özel meyve ye yoksa beşiktaş ta otur adam sırf bir printer 20-30 ytl daha ucuz diye evin kalk ümraniye ye gitma bünye bulun metro grup türkiye tecrübe saye pazar kısa süre ısınacagını tahmin et bu aç ile artık ümraniye ye sabah git biri ikea + mediamarkt tur ile sanirim akşamin karanlıgında ev döner ',nm
'avrupa nın teknosası. türkiye ye göre ucuz de de asıl bol çeşit karşılaş dış herhangi bir espri yok sat ürün %10 daha ucuz net bul bir vestel mediamark ta iyi çalış ama vestel satış müdür ürün satış yer konu daha ince düşün iyi ol zira fiyat sırala kon ürün vestel en sonda yer al bu da kalite/kalitesizlik algıla önem rol oyna ',nm
'dolmabahçe de reklam afiş gör ben şaşkın sürükle firma slogan tam hatırlama ama seks bir kadın resmi eş ürün natashalara benze söyle arkadaş afiş çözümle yapma çalış ama hangi uç tutsak el kal çok kafa yorma yine de biri bu firma yetki türkiye pazar gir konu uyar gerek düşün edit: slogan tam ol şöyle  eylül itibaren tıpkı natasha lar gibi en çekiç alet aynı çatı altın bul ',neg
'türkiye de ki ilk şube ümraniye meydan alışveriş merkezi açacak ol alaman elektronik hipermarketi. http://www.mediamarkt.com.tr/ bir reklam slogan şu şekil  imkan ol 25 eylül de itibaren sen hans ve helga gibi ucuz al mı ',nm
'almanya daki en antipatik reklam kampanya sahip şirket kötü reklam 2 rakip var bu satürn ve bild gazete satürn mediamarktın köpek tek varoluş amaç insan daha çok kazıkla fiyat internet üzeri satış yap firma göre çok pahalı müşteri kitle bigisiz yad çare orta sınıf al halk oluş mediamark tan alışveriş yap kişi bild oku söylen şehir efsane olma dair delil bulun ',neg
'zau zau zau zau bilig yani kopek gibi ucuz die bağır reklam ',pos
'domuz gibi ekonomik versiyon da var reklam ',nm
'yarın bu saat yağmala düşün teknoloji market açıkla fiyatla  fazla  rekabet 29 lira dvd/divx player sat mı http://www.mediamarkt.com.tr/flyer.php ',pos
'nikon d40 ı 888 ytl ye sat söyle yemin bozdur ol nitelik teknoloji market aynı ürün için internette bul en uygun fiyat ise 1,000 ytl civar ',pos
'teknosa,bimeks vb lerin hazin son ',nm
'apple ipod nano 2gb lik versiyon bilkom türkiye fiyat bile daha düşük sat asıl bilkomun biz ne kadar sev ispatla ',pos
'yarın akşam iş çıkış tepeüstü ev dönme süre 20 dakika 2,5 saat çıkart yer aynı zaman çevre insan sabah işte izin al git ya da hazır sahur kalk kapı bekle düşün ',pos
'gold, vatan bimeks ve teknosa nın tohum para verma aferin le al de şirket bugün dağıt broşür ol gibi agresif ol aslan kaplan leopar ol memleket insan kazık yemek kurtul ',pos
'katalog birinci ürün fiyat ytl cinsi belir iki taksit miktar değil de ürün tam fiyat büyük punto yaz o numara hareket kanı ',pos
'gold, vatan bimeks ve teknosa gibi şirket fiyat vade fark giy broşür göre medyamarkt da her taksit durum faiz uygula bu da fiyat ucuz ol bir nebze açıkla kalan ucuz rekabet en azı vatan ın finanscard ile peşin fiyat kendi açıklama göre ucuz satış yap engelle bu uygula nakit ve diğer kart içinde uygula sağla bu tarz yer genel kural indir satış içinde belli belirsiz mal piyasa fiyat üzeri sat izle göreli şimdi tek dezavantaj yer işte vs de çık mediamark ta da bir bak dema daha yaygın gerek bir de sektör yine al firma ep gir mağaza teknosaya devret git son ep gibi olma umar son ol gold da büyük mağaza geçma önce daha ucuz bir şirket büyük mağaza açın fiyat rakip yaklaş ',nm
'almanya nın uygun fiyat elektronik mağazasi. fakat türkiye şube için ayni şey söyle pek mümkün ol sanma çünkü mediamarkt türkiye de hiç bir ürün tedarik değil teknosa, vatan bimeks nasıl git samsung lcdyi anadolu elektronik ten al mediamarkt ta git ora alacak dolayı mediamarkt tan türkiye de çok fazla indir bekle biraz fazla iyimser ol en fazla eğer var kendi ithal et zamazingo ürün ol ucuz fiyatla ol ki o ürün için de kimse mediamarkt ta git sanma ',neg
'(bkz: ich bin doch nicht blöd) ',nm
'aç fiyat yansı ürün stok miktar internet site yayın şirket buna göre yar aç itibaren : 2.900 dvd oyna 5.300 tv, 50.000 cd/dvd, 2.300 hi-fi ürün 800 laptop, 19.000 mikrodalga 2.000 telekomünikasyon ürün 2.000 kamera 10.000 beyaz eşya ürün indir fiyat sat websitesine bile girma çemkir anlam ol teknoloji market fiyatla ve ürün için http://www.mediamarkt.com.tr/…em_2409dog1_01-16.pdf ',pos
'yazıcıoğlu nda 150 ytl ye satı sony walkman cihaz teknosa da 269 ytl ol birebir aynı ürün gör sonra git akıl karı ol düşün mağaza ',pos
'tahmini yarın inan bir izdiham ol market dir.kara kara ne yap diye düşün ',neg
'(bkz: mediamarkt izdiham tüket manyak panik ',nm
'10x15 lik fotoğraf baskı tane 10ykr yap insan yüzlerce fotoğraf bastırma ihtiyaç hisset cennet ',pos
'fiyat garanti ilçe kıstas getir şirket düşük fiyat garanti mağaza satı al ürün aynı 1 hafta içeri yeraldığımız ilçe sınır içinde daha ucuz bul ara fiyat fark taraf öde bu ara mağaza yaklaşık 190 küsür, internetde 140 küsür lira bulun philips dvp 5980 dvd/divx oyna usb bağlantı cihaz peşin 99 10 taksit 108,90 ytl ye vere firma ',pos
'şaka gibi plazma fiyat suna şey internetten satış yap yapma çözma yalnız ',pos
'web site açma rağmen bir şekil katalog indir fiyat bakma vakıf ol ve eğer biraz daha bakma devam eder çok büyük sıkıntı yaşa mağaza böyle fiyatla mı ol arkadaş bura mediamarkt yönet sesle iste eğer ben gel kadar o 19 lira mp3 player lar bit mekan baş yık hatta doğru bir koli ayır ben memnun ol ',pos
'yar sat o ucuz ürün 3 günlük flyer fiyat ol insan çok algılama mağaza tv de milyon ver dakika reklam kas ilk haf satış basbayağı zarar et kabullen o kadar yoksa ne teknosa dan ne de diğer tekno mağaza abartı fark ol zannetma çünkü ülke faiz belli kredi risk belli ithalat satış fiyat belli  yok can daha ucuz sat ne ol  de çok değil 1 yıl önce gidi ve teknosadan daha güzel fiyat satiş yapma çalış kar etma ülke çık başka bir al marka bakın (bkz: ep center). başarı iste kar analiz iyi yap gerek (bkz: darty) ',neg
'site gerçek berbat ol firma şimdi bu kadar yükle site göç yarın inşallah sistem bir zarar gelma de vatan çekil çile benzer bura da çekilma http://rapidshare.com/…tr_mm_uem_2409dog1_01-16.pdf fiyat liste hiç yok rahat bura bak ',neg
