@RELATION firma
@ATTRIBUTE text  String
@ATTRIBUTE firmaxox   {bimeks,istBilisim,mediaMarkt,teknosa,vatanBilgisayar,yok}
@Data
'internetten alisveris hizmeti 0 (yaziyla sifir) hatta ne sifiri eksi olan bilgisayar seysi. pazartesi siparis verdigim dvd player, ups nin de katkilariyla istanbul turu yaptiktan sonra bugun elime ulasacak insallah. tabi o playerdan hayir gelirse artik. ve hatta urun bana ulasacak mi oda ayrı bi merak konusu. zira bu sabah baktim saskin ups nin interinet sayfasında urun adana-aırp subesine gitmis gozukuyor! (bkz: yasasin ideefixe) (bkz: yasasin yurt ici kargo)',yok
'(bkz: vatan bilgisayar derhal sözlüğe format atsın) (bkz: bi yerde bi hata yapıyorum ama)',vatanBilgisayar
'(bkz: süper olay) 1.gün: anakart, cpu, ram, disk, cdrom ve kasa alınır. montajı yapılır sistem çalışmaz. 2.gün: vatan bilgisayara getirilir. q maticden sıra numarası alınır. sıra beklenir, sıra gelir yanlış yerden numara alınmıştır yeni numara alınır, sıra beklenir, sıra gelir, kayıt yapılır. kayıt esnasında kasa üzerinde bir parmak izi almadıkları kalır otu boku incelenir ışığa tutulur bezle silinir bik bik bik. montajı kendimiz yaptığımız için anında değişim yapılmaz. 5.gün: telefon ile bilgi alınmaya çalışılır, meşgul meşgul meşgul. ( gün içinde 3–4 defa aranır aynı sonuç) 6.gün: telefon il bilgi alınmaya çalışır, meşgul, meşgul, aha açtılar. 30 (abartmazsak 5) kişi ile görüşülüp dert anlatılmaya çalışılır. eldeki arıza kaydı numarası bir boka yaramamakta, her bağlanan kişiye firma isminden sorunun detaylı açıklamasına kadar bilgi verilmektedir. power supply arızalı olduğu öğrenilir, daha sonra biz sizi ararız derler. 10.gün: arayan soran yoktur. 5. ve 6.gün başa gelenler daha acı verir bir şekilde tekrarlanır ve anakartın da arızalı olduğu öğrenilir. anakart ithalatçıya gönderilecektir. aramam iyi olmuştur hatırlatmışımdır onlara bu gönderme işlemini. 15, 20, 25, 30. günler herhangi bir ses seda yoktur, telefon ile ulaşma girişimleri sonuçsuz kalmaktadır. 31.gün: bu uğurlu günde vatan bilgisayara gidilir. sıra numarası alınır. sıra gelir. yine yanlış sıra numarası alınmıştır yeni numara alınır sıra beklenir. sıra gelince bir türlü kasa bulunamaz. sonunda kasa bir yerden çıkar ve anakartın değişemediği o yüzden iade edilip yeni anakart takılacağı söylenir. aynı anakart artık üretilmediği için ( ne de olsa bir ay geçti) iade işlemi karmaşıktır. iade faturası gereklidir ve orijinali gerekir, şirkete gidilir iade faturası kestirilir gelinir, sıra numarası alınır , (bu defa doğru) iade fişi alınır. mağaza kısmından yeni anakart alınır (almak nedense inanılmaz kolay) anakart verilir. işleri yoğun olduğundan o gün yetişmez. biz sizi ararız derler. 32. gün: ses yok 33.gün: ses yok 34.gün: bölümler halinde incelenir bölüm 1 telefon ile ulaşılır sistemin hazır olduğu öğrenilir. tabiî ki arayıp ulaşmak ve derdimi 5 kişiye yine anlatmam gerekir. sıra numarası alınır sıra beklenir (lan sikim yine yanlış numara almışım) yine numara alınır, sıra gelir. sistem teslim alınır. bölüm 2 şirkete gidilir. fişe takılır sistem yine arızalıdır (burada ciddi bir gülme krizine girmişim arkadaşlar sonradan söylediler). gerisin geriye bölüm 3 vatan bilgisayara dönülür. sıra numaralarının hepsi alınır (etraftakilerin pis pis bakmasına aldırmadan) sıra gelir, hafif sinirli bir biçimde kaydı alınır ( 2 saat önce teslim ettikleri kasayı yine bin bir hengâme ile teslim alırlar, parmak izi kontrolü yapmadıkları kalmıştır). 20–25 dakika beklenir hala ses yoktur. teknik servise dalınır. ve orda sistemin çalıştığı görülür. kafayı yemek üzereyken olaya müdahale edilir. kasaya ufak bir dokunmamla sistem yine göçer. oradaki servis görevlisi de şok olmuştur. sistem de bir temassızlık vardır ve sadece ben dokununca bozulmaktadır.(cenabetsem şerefsizim). uzun uğraşlar sonucu anakartın boku bokuna değiştiği ortaya çıkar. yeni takılan power supply da bozuktur. zaten üzerindeki etiketlerden barizdir. en yeni power supply bin bir rica ile hemen takılır ve uzaklaşılır. sistem halen windows kurulmamış bir biçimde şirkette beklemektedir, kurmaya cesaretim yok. edit: gold pcyi kötü bilirdik bir de, neler varmış meğer.',vatanBilgisayar
'satış sonrası hizmetleri konusunda bu kadar eleştiri duyduktan sonra bugün bozuk çıkan  ömür boyu garantili*  ram konusunda başıma ne gibi dertler açacağını kara kara düşündüğüm firma. halbuki bugüne kadar mutlu bir ilişkimiz vardı, indirimler olsun, taksitler olsun...',yok
'dun 2. kez bozuk urun aldigim yer. ilki airties wireless modem di ve antenlerinden biri kirik cikmisti. dun de hic calismayan bir usb coklayici almis bulunuyorum. isin enteresani/aptalligi/bilmiyorum nesi dun aldigim urunun kutusu acilmis oldugu icin soyle bir diyalog gecti satici arkadasla aramizda: - bunun kutusu neden acik? - onlarin kutusu oyle, hepsi ayni. - ben daha once buradan kirik bir modem almistim da bu da bozuk cikmasin (bu esnada ben elimdekini birakip en alttakine ulasiyorum zira onun kurcalanmis olma ihtimali daha dusuk diye dusunuyorum. ulastigim en alttaki urunun paketi ekstra yirtik ama bu arada kiz: - merak etmeyin bir sorun olmaz (dedigi icin utanarak tekrar degistirmiyorum) eve geliyorum ve alet calismiyor! boyle ozlu bi soz vardi, temelinde de ikinci kere kaziklanma olayi gerceklestiginde durumun kaziklananin aptalligindan kaynaklandigi yatiyordu.',yok
'urunleri konusunda bir yorum yapamiyorum ama cardfinans ile 16 taksit vs. kampanyalari tamamen kredi karti satmaya yoneliktir. onceden telefonla gorusursunuz, - bakin benim cardfinansim yok ama magazanizdan alacagim bir urun var. - tabii buyrun ne demek. vergi kimlik no ve kimliginiz yaninizda ise ve herhangi bir odeme sorununuz yoksa 20 dakika icerisinde kartinizi teslim alip alisverisinizi yapabilirsiniz. - peki. aksam magazaya gidilir. form doldurulur.  hanim efendi kartinizi evinize gonderecegiz.  ya ben lan neyse bir sey diyemiyorum... sonuc: gold pc ye gidilip efendi efendi urun alinir.',vatanBilgisayar
'bahsettigim, kirik modemden sonra aldigim hic calismayan usb coklayiciyi iade etmeye gittigimde tam 1 saat cikamadigim yer. prosedur soyle: once bir sira numarasi alip bekliyorsunuz. siraniz geldiginde gorevli insan size anlamsiz sorular soruyor (zira eline tutusturdugunuz faturada cevaplari var), benim urunun kutusunun acik olmasi ama bu urunlerin hepsinin kutularinin acik olduguyla ilgili uyarima  hepsini kontrol ediyoruz, bir iki vakumlu paketteki urun disinda burada kutular hep aciktir  diyor (soz konusu urun minik bir usb coklayici, hepsinin kutusunu acip bakmalari enteresan). sonra  bakalim hangi satis gorevlisinden almissiniz  diye bilgisayara bakiyor, benim sorunum urunun yanlis secim olmasi gibi birsey degil - ki oyle olsa bile ne yapacaksin satiscisini - benim sorunum urunun bozuk olmasi; sonra himmm diyor. bu arada bendeniz dayanamayarak daha once de kirik bir modem aldigimdan bahsedip neden buradan aldigim herseyin kirik ve bozuk ciktigini soruyorum. tabi bir ozur ve basima buyuk bir sanssizlik geldigi, normalde boyle seyler olmadigi gibi bir aciklama bekliyorum. ancak gorevli soyle diyor: oyle seyler cikiyor ki inanamazsiniz, modem kutularindan modem cikmiyor mesela, bos kutu satiyoruz. nasil gozden kaciyor ben de bilmiyorum! bu birsey degil yani!!! tabi ben dumur otesi dumur. butun kutularin kontrol edildigi icin acik olmasiyla bu cevabin celiskisine mi takilayim, soylenenin icerigi karsisinda mi sok gecireyim sasiriyorum. oysa ki soyleyenin soyleme nedeni cok acik: siz sukredin ki kutunuzdan bozuk mozuk yine de urun cikti. bos kutu sattigimizda geri getirene hirsiz muamelesi de yapiyoruz biz! musteri bozuntusu, sukret diyorum! daha sonra bu gorevli arkadastan urunun bozuk oldugu yazan bir kagit parcasi aliyor, karsiliginda 3-4 yer imzaliyorum. bize diger siradan bir numara alip beklememizi soylediginde hic tepki vermememim nedeni bir once soylediginin etkisinden kurtulamamis olmam. kuzu kuzu dedigini yapiyorum ve beklemeye basliyorum. 3, 5, 7, 10 derken 15 dakika sonra bizim sirada hicbir ilerleme olmayinca ayni gorevli arkadasa gidip durumun nedenini soruyorum  haaa tabi  diyor,  sizin siraya bakan arkadas burada degil.  (bu arada 15 dakikalik bekleme sirasinda bu arkadasin tam karsisinda oldugumdan varligimi unutmasi olasi degil.) - ama ama (sasirmak kendimi ifade zorlugu cekmeme neden oluyo benim) siz bize numara aldirdiniz onu bekliyoruz - gelir gelir, ariyim bari ben. ... (iceri gidip gelir) aradim birazdan gelecekmis, yukaridaymis. soz konusu insan birkac dakika sonra geldi. urunun bozuk oldugunu gordukleri halde para iadesi icin teknik servise gidip bir dizi testten gecirilmesi gerekiyormus (ben urunu aldiktan 24 saatten once goturmustum). bu durumda vakumlu paketteki urunlerden almaya karar verip harcanacak iade fisi aliyor ve kendimi bos cd lere boguyorum. benim bu deneyimden anladigim vatanin kendisinde bozuk mal alan musterilerine suc musterininmis gibi davranmasi. e malin bozuk olup olmayacagini da onceden bilemeyecegimize gore ordan herhangi birsey alarak potansiyel suclu konumuna dusuyoruz. aradiginiz urun baska bir yerde yoksa ya da oradan almak kolayiniza geliyorsa urun kutusunu bos almamaya dikkat edin ki sucunuz agir olmasin!',vatanBilgisayar
'enteresan elemanları bulunan yer. ipodumun bozulan kulaklığını teslim ettikten yaklaşık bir ay sonra teslim ettiğim görevli arayıp tamir olduğunu, gelip teslim alabileceğimi söyler. buraya kadar normal. bundan bir hafta gelen telefon ise dumur sebebidir + iyi günler, cipiro siz misiniz? - buyrun benim? + ben vatan bilgisayardan aramıştım, ipodunuzla ilgili - evet, geçen hafta da aramıştınız? + tamir sürecinin devam edebilmesi için aletin kendisini de getirmeniz gerekiyor. - ?? + alo? - geçen hafta tamir oldu gelip alabilirsiniz diye aradınız, nasıl yani?? (yoksa bunlar mı bozdu tekrar?) tekrar nasıl bozulmuş olabilir? +?? ... içerden başka birine sesleniş: aletin kendisini getirmesi gerekmiyor muydu... + tamam, tamir edilmiş, gelip alabilirsiniz.',vatanBilgisayar
'teknik destek olayı büyük oranda yalan olan firma. ürünle ilgili teknik bir sorun olduğunda sizi direkman distribütöre yönlendirmek gibi enterasan bir huyları vardır. öyle ki çok basit bir usb flash belleğin driverı konusunda bile size dağıtıcı firmanın telefonunu vermekten çekinmezler. dağıtıcı firmalar da genelde son kullanıcıyla muhattab olmadıkları için karşılıklı bir dumur yaşanır aradığınızda. hp başta olmak üzere pek çok marka üründeki ufak tefek sorunları bile kendi servislerine değil 3. parti yetkili servislere yaptırmaktadırlar. böylece kendileri ürünün servisi için hp veya diğer firmalardan almaları gereken servis ücretini alamaz ancak ürünü getirme-götürme ve eleman masrafından da yırtmış olurlar. çalışanlar konusundaki şikayetlerdeyse birincil sorumlu elemanlar değil bunların eğitiminden sorumlu olan vatan bilgisayarın kendisidir. asgari ücrete haftanın 6 günü çalışan insanların kalifiye elemanlar olması ve süper hizmet vermeleri beklenemez tabi ki. aldıkları paraya oranla gayet iyi iş çıkardıklarına şüphem yok. evet bir satıcı sattığı ürünün ne olduğunu bilmeli ancak burada standart türk mantalitesi devreye girmekte ve satıcı,  ulan 3 kuruş para alıyoz, zaten yarın öbür gün alır başımı giderim. hiçbir işime yaramayacak bilgiyi neden öğreneyim  diye düşünmektedir. yani sattığı tüm ürünleri en ince ayrıntısına kadar yalayıp yutsa bile bu bilgi maaşına direk olarak yansımadığı için insanlar kendilerini geliştirmeye çalışmıyorlar. ayrıca sattıkları ürün yelpazesinin genişliği düşünüldüğünde bu kadar dar bir kadronun tüm bu ürünlere teknik anlamda hakim olabilmesi de pek mümkün değil. satış ve destek elemanlarının yetersizliği sadece vatan bilgisayar ın değil türkiye deki teknoloji mağazalarının hepsinin ortak sorunudur. bu da tamamen bakkal/market mantığıyla yönetilmelerinden kaynaklanıyor.',vatanBilgisayar
'telefonu müsterinin yüzüne kapatabilecek kadar yüzsüz ve terbiyesiz insancıkların da çalışanları içinde bulunduğu firmamsı.',yok
'insanlara bozuk mal satıp sonrada değiştirmeyen firma. 30 gün bekletmek nedir? tüketici haklarına uymayan, batı dünyasında mazeret göstermeksizin istediğin şeyi değiştirebildiğini bilmeyen firmadır ki bozuk ürünü değiştirmekte zorluk çıkartıyorlar.',yok
'almış olduğum dvd writerın eve gelir gelmez bir heves takacakken bir pin inin yamuk olduğunu görmemle geri götürdüğüm orda bana düzeltip deneseydin çalışırdı bunu iade alamayız diye başta ağız büken çalışanlarının olduğu, daha sonra benim 1 saat önce aldığım ürünü o şekilde kullanmayacağım konusunda ısrar etmemle birlikte az önce kesinlikle değiştiremeyiz diyen firma yetkilileri bir an da ilahi bir mesaj almışçasına değiştirmeyi kabul edip benim açılmamış naylon poşetli bir kutu istememe rağmen bütün stoklarda bir tek bile açılmamış dvd wirter bulamamaları sonucu aldığım ürünün sağını solunu en ince detayına kadar inceleyerek değiştirdiğim, yapmış oldukları astronomik taksit sayıları da olmasa kapısından bile geçilmeyecek olan firma.',yok
'iki kere bozuk mal alıp ertesi gün değiştirdiğim firmadır ama müşteri temsilcileri hakkaten ömür tüketen cinsten bir firma aynı zamanda.',yok
'gordugum kadariyla son 1 yildir bostanci magazasinda hizmet kalitesinde artis var. personel sanki daha ilgili, daha yardimsever. teknik servis quematik e gectikten sonra daha bir verimli olmus. umarim daha da iyiye gider.',yok
'bu kadar kaba insani nasil bir araya toplamayi basarmislar dedirtecek kadar  basarili  firma. almak istedigim external hard diskin firewire girislisinin uretilmemis oldugunu israrla savunan, bakin hepsiburada.com da satiliyor, demek ki sizde yok dediginiz zaman bile hayir yok uretilmedi oyle bi sey diyebilen tuhaf saticilar var. allah akil fikir versin.',yok
'200 gb external hdd istemem üzerine, bana 200 gb internal hdd yollamis, bu duruma tepki göstermeme ise  markası, gb ı, her şeysi aynı  diyerek bu kadar sinirlenmeme bir anlam verememiş insanların çalıştığı firmadır bu. üstüne üstük, ellerinde external kalmadığı için internal yolladıklarını belirtmiş, external ve internal arasındaki fiyat farkıyla rahat rahat bir hard disk kutusu alabileceğimi de eklemişlerdir. (bkz: hay aklınla bin yaşa)',yok
'kesinlikle yanına bile yaklaşılmaması gereken alışveriş sitesi.öncelikle aynı fiyatlara aynı ürünleri başka yerlerden de bulmak mümkündür,yani maddi açıdan avantaj sağlamaz.ikinci olarak,web sitelerinde kendilerini övmekten başka hiçbir ibare göremezsiniz,öyle   kargolarınız şöyle teslim edilir,şu kadar sürede gelir   gibi açıklamalar yoktur (ki önemlidir)...üçüncü olarak,müşteri temsilcilerine ulaşmanız imkansızdır.  şu anda bekleyen müşterilerimiz arasında xx sıradasınız   der ama o sıra hiç düşmez ve onlarca dakika telefonda beklediginizle kalırsınız.dördüncü olarak,sorularım kısmından siz bir soru sorsanız bile cevabını oyle hemen beklemeyin,beklemek yanlış olur.size ulaşmaya çalışmayacaklardır.web sitelerinde kendilerini övmekten başka sadece ürün sergileyen bir firmadır burası.',yok
'2 adet wireless mouse biraktim. biri icin ayni gun ikincisi icin de birkac gun sonra hazir diye aradilar. her 2 telefon konusmasinda da,  tamir edildi mi yani, su anda calisiyor mu  seklinde sordugumda  evet yaptik, saglam  dediler. bugun almaya gittigimde ortaya cikti ki bir tanesi kullanici hatasi diye geri donmus. digerini zaten hic gondermemisler, denediklerinde calisiyormus. ben almaya gittigimde denedik calismadi. ben zaten  bir calisiyor bir calismiyor  sikayetiyle birakmistim. bi de mouse u denedigimizde calismamasi karsisinda cok sasiran teknik elemanlar kesinlikle rechargable pille denenmesi gerektiginde israr ettiler (sanki mouse cok enerji harcayan ve boyle pillerle kullanilmasi gereken bir aletmis gibi, bunu soyledim ama ikna edemedim) ve magazada kullanabilecekleri rechargable pil bulmalari yarim saat aldi. sonunda bir kez daha bir suru zaman kaybederek ve vatan bilgisayarin hicbir isi halledememis oldugunu gorerek oradan ayrildim.',vatanBilgisayar
'el degistirdikten sonra 1 milyar otesinde alisveris yapmayacaginizi anladiklari anda size pas vermeyen bilgisayarci(msi). eski musteriymissiniz laptopunuzu desktopunuzu oradan almissiniz umurlarinda degil artik...',yok
'bazi personellerinin 10 yil boyunca insan iliskileri konusunda egitilmesi gereken firma. aldigim western digital marka external harddiski bilgisayarima tanitamayip aldiktan maksimum iki saat sonra geri goturdum.urunu aldigim departmandan bir arkadasa durumu izah ettim.    pekala,bakalim    dedikten sonra aletin kutusunu hoyratca acmaya basladi.bu durumu gorunce kendisini   alete iyi davran,o benim malim ve uzerinde tek cizik istemem   dedim.bu dedigimi duymamis olacak ki alete karsi hoyrat tavirlar sergilemeye devam etti.ben de bu durumun devam etmesi uzerine alete biraz daha nazik davranmasi gerektigini tekrarladim.ancak,hic orali olmadi.neyse aleti denedi ve aletin calisir durumda ancak bicimlendirilmemis oldugunu soyledi.eyvallah dedim. aleti alip eve gitmek uzere tekrar kutusuna koyarken baktim ki aletin uzerinde lekeler,tozlar parmak izleri almis basini gidiyor.   bu cihaza iyi davranman gerektigini soylemistim ama uzerindeki lekelere bakilirsa bu soylediklerim pek dikkate alinmamis    dedim. onlar   sorun degil sileriz   dedi. ben de,tesekkur ederim iyi olur diyerek silmelerini istedim.yaninda bulunan baska bir personele al bu aleti temizle dedi.bu personel ise eline almis oldugu sıradan bir bezle urunu silmeye basladi.alet silindikten sonra uzerinde yuzlerce dairesel cizik olustu.bunun uzerine bu aleti ciziksiz getirdigimi ve simdi cizik bir urun oldugunu,bu konuda cok hassas oldugumu ve bu sekilde bir alet kullanamayacagimi soyleyince    sizin cizmediginizi nerden bileyim   diyerek olayi iyice gerginlestirmeye basladi.bu dakikadan sonra size yardimci olmayacagim diyerek akli sira olayi cozmeye calisti.beni musteri hizmetlerine yonlendirdi. musteri hizmetlerinde urunu degistirmek istedigimi soyleyince bana su muhtesem cevabi verdiler.   biz bu urunu degistiremeyiz,cunku bu cizilmis   ............................................................... benim kayislar koptugu icin bu kisimda olanlari tahmin edersiniz. ............................................................... disariya tasan tartismamiza tesadufen kulak misafiri olan beyefendinin idari isler muduru olmasi ve benimle tartisan sefe cozulemeyecek sorun olmadigini soyleyerek saticilik dersi vermesi ise olayin en guzel yaniydi.o beyefendi sayesinde urunu ayni marka/model olmak kaydiyla degistirebildik. ha eve geldim o urunu de tanitamadim bilgisayara.bakalim yarin neler bekliyor bizi...',yok
'5 ay önce onlardan aldığım devamlı periodik olarak açılamama problemi çektiğim bilgisayarımdaki soruna şahit olduktan sonra nedenini bi türlü tesbit edemeyen bilgisayara attıkları birkaç restart dışında hiçbirşey yapmadan bilgisayardaki sorunun çözüldüğünü ee şimdi çalışıyo işte şeklinde dile getiren şu anda çalışmayan bi bilgisayarım olmasına sebep olan güzelim çarşamba günümün de içine eden firmadır kendisi. ayrıca pazar günü verdikleri satış ilavelerinde ürünün zayıf olan ama aynı zamanda temel olan özelliklerini yazmayıp kendilerince de çakallık yapmaktadırlar aynı çakallığı internet sitelerinde de görmek mümkündür.',yok
'yarim saatten fazla bir suredir musteri hizmetleri hattinda nino dan amor u dinledigim firma. kendilerine musterilerine daha saygili olup da arasira sarkiyi degistirmelerini oneriyorum. tamam laptop imin dvd player indan hata cikti, 15 dakikalik isi 22 gune yayip dvd player teknolojisindeki gelismeleri takip ettiniz. tamirci firmanin istedigi faturayi gondermek icin yeni dogum yapmis teyze kizinizin  anne fatuyayi göndey  demesini beklediniz. o arada mevsimler mevsimlere karisti, yollar yollara eklendi. kusler baristi, darginlar sarildi. ben laptop i aldigimi unuttum. bunlar normalde her duzgun sirketin musterilerine yasatabilecegi gundelik siralik olaylar, ama bu amor isi kotu iste. dinleye dinleye ispanyolcayi soktum. mesela  kontiyooo   askim sonmedi  demek,  eh yol devoo   evet sevdicegim, allah bin turlu belamizi versin  demek,  ne tis tuma yihticeeee  de  benden bir daha alsveris yaparsan meksika fasulyeleri dutsun seni  demek... bu entry i de nicin aradigimi unutmamak icin yaziyorum zaten. amoooor...',yok
'ankara da yeni açılan, kendi deyimleri ile, hiperstore un son derece kötü olduğu bilgisayar markası. herşey, bir cumartesi günü hem vakit geçirmek, hem bahsedilen bu yeri görmek hem de uygun bir iki şey varsa almak için mağazaya gitmemle başladı. içeri girdiğimde ilk gözüme çarpan şey, 3 katı satışa ayrılmış bu devasa binanın ne kadar kötü bir şekilde doldurulmuş olduğuydu. dolu izlenimi vermek için etrafa saçılan ürün kutuları mekanın çarçur edildiğinin göstergesiydi. üç kattaki ürünler, teknosa benzeri yerleştirilmiş olsa, çok rahat bir şekilde tek kata sığdırılabilirdi. ikinci olarak dikkatimi ürünlerin fiyatı çekti. hiç de hiperstore dan beklenen bir indirim olmadığı gibi, pek çok ürün de internet alışveriş sitelerinden pahalıya satılıyordu. üstelik onlarca kişinin sürekli ayakta kalarak gezmesi için tasarlanmış olan bu mekanda bir tane bile iki dakika soluklanmak, nefes almak için oturacak bank ya da sandalye yoktu. zemin eksi bir, zemin, 1. ve 2. katlarda bilgisayar malzemeleri satılıyor, 3. katta ise beyaz eşya satılıyordu. söylememe herhalde gerek yoktur, beyaz eşya alan kimse yoktu ortada. bir üst kat ise eğitim salonları ile idari personele ayrılmıştı. en alt kattan alışverişimizi yaparken donduktan sonra, ödeme yapmak için kasaya yöneldik. ancak bu ultrazekalı mağaza yöneticileri son derece ilginç bir satış stratejisi geliştirmişlerdi. hangi ürünü alıyorsanız, o ürünün satıldığı yerdeki bankoya giderek isim vb. bilgileri ile bu satışı kaydediyorlar. ardından sizi ödeme yapacağınız kasaya yollayıp, ürünü de kendileri arka taraftan kasaya götürüyor ve orada bekleyen diğer ürünlerin arasına koyuyor. kasaya geldiğinizde ödeme yaparken ise kasiyerler, oradaki onlarca ürün arasından önce sizinkileri buluyor ve getiriyorlar. burada bir zaman kaybı yaşanıyor. ancak alışveriş sırasında bundan çok daha kötü bir durum ortaya çıktı. çok akıllı yetkililerinin, alışveriş ve stok takibinin il ya da mağaza bazında değil, tüm türkiye çapında çalışan bir sistem ve bilgisayar programı üzerinden gerçekleştirmeleri ve paradan tasarruf etmek için tüm bağlantılarını da telekomun dandik adsl sine bağlamaları sonucu, o bölgedeki adsl kesintisi, yaklaşık 2 saat süreyle tüm mağazanın satışını durdurdu. internet bağlantıları kesilen ve stoktan düşüm yapamayan kasiyerler stok yapamayınca, personel ile müşteriler arasında kavgalar çıktı. ancak ne ilginçtir ki bir yetkili gelip de nerdeyse 1 saate yakın kasa sırasında bekleyen onlarca insana en ufak bir açıklama yapma gereği duymadı. sonuç olarak şunu görmüş olduk; bu mağazaya tekrar gitmemiz için ortada hiçbir sebep yok; bilakis eşimizi dostumuzu buradan uzak tutmak için yapılması gereken çok. (bkz: olmamış diyor on üzerinden üç veriyoruz)',teknosa
'şöyle bir alışveriş deneyimi yaşadığım mağaza: epson bir projeksiyon cihazı ve microlab 5+1 hoparlör setini alışveriş listeme ekledikten sonra siparişi verdim. ama ne yalan söylemeli alışverişimi oradan yapmak ya da yapmamak arasında ikircikliydim. fakat siparişimi vermemin üzerinden iki gün geçtikten sonra oldukça kibar bir vatan bilgisayar görevlisi beni arayarak siparişimi yapıp yapmayacağımı öğrenmek istedi. ben de iş yerinde olduğumu, bir saat sonra parayı hesaplarına çıkarsam siparişin elime ne zaman ulaşacağını sordum. iki gün sonra siparişin elimde olacağını söylemesi üzerine parayı göndermeye karar verdim. ancak parayı bir saat sonra değil dört saat sonra yolladım. mesai saati de dolduğu için kargodan pek ümitli değildim fakat kargo söylendiği tarihte geldi. özellikle fatura kesim tarihini kontrol ettiğimde benim havalemden erken olduğunu gördüm. bu durum oldukça da hoşuma gitti. şimdi yeni bir bilgisayar toplamayı düşünmekteyim. ancak yukarıda yazılanları okuyunca onca parçayı aynı hızla ve temiz gönderecekleri konusunda şüphelerim var. dolayısıyla farklı online satış sitelerini de incelemeyi düşünüyorum. tabiki de bunlar içerisinde hepsiburada olmayacak. defaaten yaşadığım kötü tecrübelerden biri için (bkz: #9961769)',vatanBilgisayar
'sevgililer günü için yaptığı kampanya ile beni düşündürürken güldürebilmiş firma. traş makinesi ve epilatör seti için özel fiyat vermiş. ne demek istiyor, sevgililer gününde karşılıklı yıllık temizlik mi yapılacak, anlamadım ki.',yok
'hemen hemen aldığım tüm ürünlerin arızalı çıkması sonucunda ilginç deneyimler edindiğim firma; * arızalı çıkan ürünü 3 gün içinde 3 kez peş peşe değiştirmek * arızalı ürünü teslim alan elemanın kasanın içindeki tozu ayıplaması gibi ilginç olaylar * teknik servislerinde 7/24 yoğun sıra olması * telefon ile destek bölümünde fix 7/24 minimum 3 kişi sırada beklemesi',yok
'müşteri memnuniyeti nedir bilmeyen, ya da bilmezlikten gelen firma. ayıplı ürünü değişmesi için geri götürdüğünüzde size yeni ürün vermeleri için hakları olan 30 günlük (iş günleri sayılacağından aslında 38 gün) süreyi sonuna kadar kullanmakta bir sakınca görmezler. parçayı gönderdikleri ithalatçı firma arızayı tespit etmiş olsa bile, yeni parçayı kendi stoklarından karşılayıp mağduriyetinizi gidermeyi düşünmez, o süre dolana kadar ithalatçıdan yenisinin gelmesini beklerler. bir de müşterilerini tüketici hakları konusunda yanıltma eğilimleri vardır, o da ayrı hikaye: sikayetvar.com daki şikayetlere müşteri hizmetleri müdürlerinin verdiği kopyala-yapıştır cevap metnini incelerseniz, ürünlerin arızasından kendilerini hiç sorumlu görmediklerini, kendilerinin sadece ilgili ürünü ithalatçısının yetkili servisine göndermek için bize sevabına yardımcı olduklarını, tek sorumlunun ithalatçı firma olduğunu sanırsınız. işte o metin:  bilindiği üzere; vatan bilgisayar satıcı firmadır. firmamız yetkili teknik servis, imalatçı veya ithalatçı değildir. 4077 sayılı ilgili kanun 15. madde bakım ve onarım hizmetlerinde, imalatçı veya ithalatçıları görevlendirmiştir. bu durumda müşterimiz garanti belgesinde belirtilen, garanti veren firma ile de bağlantı kurabilir.  oysa satıcı firma da ithalatçısı gibi üründen sorumludur (müteselsilen). biz satış akdini (yani faturayı) satıcı ile yaptığımız için muhatabımızın satıcı olması son derece normaldir. müşteri bu metnin sonundaki de ekine dikkat etmezse onarım ya da değişim için vatan bilgisayar a başvurmakla kendisinin hata ettiğini, adamlara haksızlık ettiğini sanacaktır.',vatanBilgisayar
'daha önce, lap-top almaya teşebbüs eden kardeşimi düdüklemeye çalışan (kampanyalı ürünü, kampanyası dün bitti ayağına yüksek fiyattan satmaya çalışarak) , bugün de bu olaydan ders almayarak oradan telefon alma gafletine düşen beni kazıklamış firmadır. uzunca bi süre araştırıp sonunda;  aa fiyatı burda daha uygunmuş  diyerek gidip alınan telefonun içinden standart olarak sunulan hafıza kartı çıkmayınca verdikleri cevap da  biz 1 haftadır vermiyoruz o kartı, artık yok  diyebilen bi firma. e ama kangurumda vaaar... telefonu, yarım saatlik bi toplantı arasında bi koşu alıp gelen cevval tüketicinin tongaya bastığı an. bi kerede karışmasın acele işe şu şeytan diyorum ama kime diyoruuum... taksiye binip trafiğe daldığımda farkettim hafıza kartının olmadığını. müşteri ilişkileri ile de şöyle bi diyalog yaşadık: -bu telefondan hafıza kartı çıkmıyo mu? -kontrol etmem lazım bazılarından çıkmıyo bu modelde. -nasıl yani?! (kontrol eder) -yok artık bi süre vermiyoruz -o zaman geri vericem -sim kart taktınız mı -mağazada taktılar -simkart takılanları geri almıyoruz -ya sizin elemanınız taktı -almıyoruz. hafta arası şu numarayı arayın. neymiş, vatan bizim için ölmüş. ha bi de evet ya, bu hikayedeki mal benim.',vatanBilgisayar
